YEAR,FOMULA,COMPANY,PRICE,BAN,VOLUME,MARKET CAP,EARNINGS,COGS,SALES,CASH,INVESTMENTS,RECEIVABLES,INVENTORY,DEBTS,PROFIT,VolumeARG
2018/4/0/0,-1263.356463,TNI,9.25,10.55,6.40E+11,5.92E+12,-11455154810,4.46E+11,4.43E+11,9723047777,32200947818,4.56E+11,2.98E+11,3.84E+11,1.140540541,528956
2018/4/0/0,-204.3425194,TNT,2.19,2.24,2.55E+11,5.58E+11,-915180590,8275864204,10567291911,1885919733,,1.09E+11,17634919649,40984561765,1.02283105,43106
2018/4/0/0,-54.52438275,TSC,1.23,1.48,1.48E+12,1.82E+12,-9657314395,1.73E+11,2.00E+11,17858090873,2.36E+11,98063352677,75316702997,1.87E+11,1.203252033,49279
2018/4/0/0,-127.8351971,TTB,23.25,22.6,4.68E+11,1.09E+13,802537361,74412848100,78981588720,24261444396,2.76E+11,2.14E+11,1.42E+11,5.28E+11,0.972043011,355544
2018/4/0/0,-120.9162361,TTF,2.84,3.49,2.15E+12,6.11E+12,27504039851,3.70E+11,3.81E+11,1.27E+11,1.32E+11,5.41E+11,1.09E+12,1.78E+12,1.228873239,931060
2018/4/0/0,-16.87904133,VCG,25.5,27.4,4.42E+12,1.13E+14,2.68E+11,2.89E+12,3.34E+12,1.39E+12,1.56E+12,5.72E+12,3.48E+12,8.94E+12,1.074509804,2039804
2018/4/0/0,-11.6114669,VGC,20.3,20,4.48E+12,9.09E+13,1.39E+11,2.05E+12,2.61E+12,1.14E+12,6.31E+11,1.08E+12,3.04E+12,4.52E+12,0.985221675,1567829
2018/4/0/0,-1715.066539,VHC,93.2,92.7,9.24E+11,8.61E+13,4.16E+11,2.18E+12,2.75E+12,43241847762,6.08E+11,2.00E+12,1.38E+12,2.24E+12,0.994635193,237111
2018/4/0/0,-91.44601197,VHM,79.9,91.4,3.35E+13,2.68E+15,2.56E+12,1.37E+13,1.64E+13,3.52E+12,1.01E+12,4.18E+13,2.71E+13,4.11E+13,1.143929912,392814
2018/4/0/0,-32.69765033,VIC,104,113.6,3.19E+13,3.32E+15,2.77E+12,3.03E+13,3.84E+13,1.36E+13,1.95E+12,4.83E+13,5.32E+13,1.11E+14,1.092307692,517675
2018/4/0/0,-0.878147976,VIP,6.98,6.01,6.85E+11,4.78E+12,16638219452,1.40E+11,1.87E+11,2.66E+11,,96049660067,86578288523,1.39E+11,0.861031519,32721
2018/4/0/0,-2.747182585,VJC,125.9,118.5,5.42E+12,6.82E+14,1.54E+12,1.61E+13,1.85E+13,7.16E+12,8.17E+11,1.10E+13,4.22E+11,1.59E+13,0.941223193,502990
2018/4/0/0,-4.612951028,VNE,3.92,4.2,9.04E+11,3.54E+12,-30237397927,1.78E+11,1.85E+11,1.26E+11,1300842800,4.37E+11,1.23E+11,5.32E+11,1.071428571,85678
2018/4/0/0,-2.23023668,VNG,21.1,21.6,8.37E+11,1.77E+13,-15955702496,1.80E+11,2.28E+11,74114998373,426527071,4.74E+11,11539784648,3.96E+11,1.023696682,403267
2018/4/0/0,-30.89023219,VNM,137,130,1.74E+13,2.38E+15,2.28E+12,6.84E+12,1.30E+13,1.52E+12,8.67E+12,4.64E+12,5.53E+12,1.06E+13,0.948905109,628014
2018/4/0/0,-6.676898708,VOS,1.8,1.57,1.40E+12,2.52E+12,1.21E+11,4.42E+11,4.55E+11,1.71E+11,1.20E+11,6.05E+11,1.36E+11,1.23E+12,0.872222222,65566
2018/4/0/0,-20.66313224,VPG,22.3,19.2,2.30E+11,5.13E+12,5329235133,8.72E+11,9.52E+11,2.06E+11,6.58E+11,6.47E+11,4.22E+11,1.86E+12,0.860986547,167098
2018/4/0/0,-221.5307206,VPH,5.17,6.2,7.69E+11,3.98E+12,83534099801,1.84E+11,3.45E+11,47239185715,131753500,1.12E+12,5.48E+11,8.96E+11,1.199226306,50449
2018/4/0/0,-236.898866,VRC,17,16.65,5.00E+11,8.50E+12,99969388002,-253144090,1638361200,31260021818,,1.12E+11,7.59E+11,3.05E+11,0.979411765,268450
2018/4/0/0,-1.263576657,VRE,29.4,36.45,2.33E+13,6.85E+14,6.97E+11,1.84E+12,2.97E+12,2.43E+12,7.01E+11,1.05E+12,9.02E+11,5.68E+12,1.239795918,896873
2018/4/0/0,-2.026385444,VSC,43,37.3,5.01E+11,2.15E+13,93558049500,3.29E+11,4.51E+11,2.80E+11,3300000000,2.01E+11,20523627223,2.71E+11,0.86744186,103806
2018/4/0/0,-1134.790167,YBM,16.4,11.3,1.30E+11,2.13E+12,1780103683,66697793691,89223854551,3729639345,,1.14E+11,70654012161,2.22E+11,0.68902439,136067
2018/3/0/0,-13.81325633,AAA,14.4,14.7,1.71E+12,2.46E+13,47910247007,2.03E+12,2.19E+12,6.55E+11,4.37E+11,1.37E+12,1.63E+12,3.05E+12,1.020833333,1745811
2018/3/0/0,-43.2064841,ACL,28.2,41.5,2.28E+11,6.43E+12,96244160474,3.20E+11,4.69E+11,82080792706,,3.16E+11,3.96E+11,6.90E+11,1.471631206,64135
2018/3/0/0,-299.4665235,AMD,3.37,2.7,1.64E+12,5.53E+12,9710679368,7.18E+11,7.41E+11,17786491738,12250000000,1.56E+12,1.78E+11,3.99E+11,0.801186944,525152
2018/3/0/0,-300.0719288,ANV,25.5,28,1.25E+12,3.19E+13,1.14E+11,8.83E+11,1.05E+12,73181919878,5.31E+11,4.21E+11,9.72E+11,1.61E+12,1.098039216,842471
2018/3/0/0,-0.456068222,APC,37.2,31.65,1.20E+11,4.46E+12,23927346158,10961063228,46365069651,29876169400,,1.29E+11,63494245,37517834332,0.850806452,78975
2018/3/0/0,-14.06112804,ASM,10.85,8.16,2.42E+12,2.63E+13,1.85E+11,2.14E+12,2.43E+12,8.37E+11,6.70E+11,2.87E+12,2.13E+12,4.13E+12,0.752073733,3578473
2018/3/0/0,-1.211143186,AST,65,65,3.60E+11,2.34E+13,44292674834,1.00E+11,2.25E+11,1.82E+11,,39474285464,41518816886,1.16E+11,1,105272
2018/3/0/0,-1346.664779,BCG,6.12,6.56,1.08E+12,6.61E+12,4429845346,1.73E+11,2.32E+11,15471004352,36621748890,1.54E+12,2.42E+11,1.33E+12,1.071895425,132737
2018/3/0/0,-60.78833333,BFC,26.05,22,5.72E+11,1.49E+13,58454839317,1.43E+12,1.66E+12,2.50E+11,48000000000,1.16E+12,1.48E+12,2.40E+12,0.84452975,30934
2018/3/0/0,-11.84830589,BMP,57.7,45.6,8.19E+11,4.73E+13,1.15E+11,7.96E+11,1.02E+12,2.89E+11,2.00E+11,5.81E+11,6.37E+11,2.92E+11,0.790294627,87505
2018/3/0/0,-15.49269367,BWE,20.9,24,1.50E+12,3.14E+13,1.28E+11,3.34E+11,5.42E+11,1.83E+11,1.21E+11,9.47E+11,3.27E+11,1.52E+12,1.148325359,123450
2018/3/0/0,-108.7216714,CCL,3.21,3.27,4.75E+11,1.52E+12,7232898227,75641728714,87833267800,10799953906,,2.17E+11,76454555319,1.60E+11,1.018691589,120852
2018/3/0/0,-4.449898534,CII,25.4,22.7,2.80E+12,7.11E+13,57282860065,4.04E+11,6.22E+11,1.21E+12,3.95E+11,4.38E+12,1.12E+12,5.77E+12,0.893700787,538910
2018/3/0/0,-6910.865983,CMX,11.5,16.5,1.32E+11,1.52E+12,41408526874,2.60E+11,3.38E+11,6472549665,,1.75E+11,3.95E+11,7.31E+11,1.434782609,179879
2018/3/0/0,-153.5771642,CRC,18.5,15.35,1.50E+11,2.78E+12,9570013208,61060699541,64534110459,10071634591,49215000000,70003656823,1.07E+11,1.43E+11,0.82972973,146933
2018/3/0/0,-10.81727017,CRE,41.7,42.8,5.00E+11,2.09E+13,68538572946,1.58E+11,2.79E+11,1.28E+11,,9.12E+11,3.00E+11,5.57E+11,1.026378897,135434
2018/3/0/0,-841.173375,CSM,15.2,14.6,1.04E+12,1.58E+13,1529053669,9.36E+11,1.04E+12,50923008262,,7.77E+11,1.10E+12,1.96E+12,0.960526316,57144
2018/3/0/0,-2.711361668,CSV,31.75,30,4.42E+11,1.40E+13,63516489081,2.81E+11,3.92E+11,2.41E+11,2.30E+11,1.93E+11,2.18E+11,2.68E+11,0.94488189,33158
2018/3/0/0,-19.98696415,CTD,152,132.4,7.84E+11,1.19E+14,4.73E+11,7.55E+12,8.12E+12,9.60E+11,4.02E+12,7.01E+12,1.43E+12,7.01E+12,0.871052632,79976
2018/3/0/0,-1.465812551,CTI,25.4,25.3,6.30E+11,1.60E+13,51618366711,1.68E+11,2.91E+11,2.40E+11,49500000000,1.86E+11,1.15E+11,5.48E+11,0.996062992,1276685
2018/3/0/0,-95.78515578,CVT,23,21.2,3.67E+11,8.44E+12,41407912770,3.42E+11,4.14E+11,57072018829,,70296731576,5.26E+11,5.66E+11,0.92173913,347379
2018/3/0/0,-27.57565884,D2D,71.9,74.9,1.07E+11,7.69E+12,6333669079,29669373556,39163739581,38495850875,3.68E+11,47896840656,3.19E+11,1.27E+11,1.041724618,44412
2018/3/0/0,-532.1133625,DAG,6.55,7.64,4.93E+11,3.23E+12,13634056970,4.73E+11,5.06E+11,23601671123,,2.86E+11,5.23E+11,5.47E+11,1.166412214,122890
2018/3/0/0,-49.35132282,DAH,5.8,6.2,3.42E+11,1.98E+12,2358379358,68060013038,78437653899,13196755068,,1.02E+11,39150989919,2.11E+11,1.068965517,98152
2018/3/0/0,-323.886137,DBC,28.3,27,8.28E+11,2.34E+13,1.54E+11,1.52E+12,1.86E+12,1.52E+11,3.63E+11,4.78E+11,2.17E+12,3.39E+12,0.954063604,44655
2018/3/0/0,-16.31126684,DCM,9.68,8.82,5.29E+12,5.12E+13,1.50E+11,1.03E+12,1.40E+12,3.37E+11,2.25E+12,4.76E+11,6.45E+11,2.58E+12,0.911157025,344462
2018/3/0/0,-61.79491513,DGC,47.7,41.8,1.08E+12,5.15E+13,2.45E+11,1.15E+12,1.50E+12,1.65E+11,2.44E+11,5.94E+11,9.25E+11,1.63E+12,0.876310273,98549
2018/3/0/0,-481.7269155,DGW,24.3,24,4.08E+11,9.91E+12,35364961186,1.64E+12,1.74E+12,39112781100,,7.61E+11,6.68E+11,9.22E+11,0.987654321,577792
2018/3/0/0,-184.0975327,DHC,40.1,30.8,3.45E+11,1.38E+13,39516814500,1.85E+11,2.45E+11,29538945426,7712002908,1.75E+11,3.74E+11,4.21E+11,0.7680798,169060
2018/3/0/0,-268.9616364,DHG,85,85.1,1.31E+12,1.11E+14,1.39E+11,4.47E+11,8.28E+11,60046996505,1.48E+12,5.54E+11,8.71E+11,1.09E+12,1.001176471,63668
2018/3/0/0,-393.1333806,DHM,4.9,5.1,3.14E+11,1.54E+12,2467978761,2.10E+11,2.22E+11,7575975049,,1.79E+11,91060940747,2.31E+11,1.040816327,131689
2018/3/0/0,-38.99999634,DIG,14.75,15.75,3.15E+12,4.65E+13,46541090980,4.65E+11,6.33E+11,3.92E+11,1242000000,1.62E+12,3.09E+12,1.92E+12,1.06779661,1566125
2018/3/0/0,-213.7698001,DLG,2.07,1.31,2.85E+12,5.90E+12,11515708966,6.45E+11,7.70E+11,80610024345,2.80E+11,2.82E+12,7.20E+11,1.90E+12,0.632850242,692032
2018/3/0/0,-5.973773378,DPG,45,45,3.00E+11,1.35E+13,33600658665,3.16E+11,3.96E+11,3.13E+11,235442500,8.52E+11,3.80E+11,1.47E+12,1,104825
2018/3/0/0,-1.723385213,DPM,18.7,22.4,3.91E+12,7.31E+13,1.58E+11,1.70E+12,2.19E+12,2.04E+12,8.70E+11,4.74E+11,1.69E+12,2.03E+12,1.197860963,485156
2018/3/0/0,-1.735969958,DPR,33.7,35.9,4.30E+11,1.45E+13,32534677998,1.67E+11,2.22E+11,2.26E+11,6.81E+11,93862993757,1.75E+11,3.81E+11,1.065281899,37131
2018/3/0/0,-371.2740774,DRC,22.85,21.65,1.19E+12,2.72E+13,30950588577,7.82E+11,8.90E+11,48995105796,,3.20E+11,8.41E+11,1.02E+12,0.947483589,229161
2018/3/0/0,-164.7229901,DRH,12.5,9,6.10E+11,7.63E+12,5916790430,,5000000000,80517111168,2082579345,3.92E+11,9.05E+11,1.18E+12,0.72,233438
2018/3/0/0,-28.17819885,DXG,26,23.3,3.43E+12,8.92E+13,3.69E+11,7.30E+11,1.29E+12,9.25E+11,2.42E+11,5.79E+12,4.27E+12,5.61E+12,0.896153846,2571423
2018/3/0/0,-5.900022049,ELC,7.9,7.45,5.09E+11,4.02E+12,470554534,71061168977,92619325824,73968310820,60867295740,3.95E+11,1.88E+11,1.55E+11,0.943037975,72962
2018/3/0/0,-15.80041266,EVE,16.3,15.3,4.20E+11,6.85E+12,27178396215,2.15E+11,3.23E+11,92689695420,4.14E+11,2.64E+11,4.40E+11,2.50E+11,0.938650307,57892
2018/3/0/0,-56.21719885,EVG,3.35,2.62,6.00E+11,2.01E+12,8750061877,90076163373,1.04E+11,16925709467,100000000,1.61E+11,1.39E+11,1.05E+11,0.782089552,206575
2018/3/0/0,-66.58567143,FCM,6.09,6.64,4.10E+11,2.50E+12,11498516474,1.22E+11,1.46E+11,48282410615,,3.07E+11,3.63E+11,4.22E+11,1.090311987,50792
2018/3/0/0,-7.076421248,FCN,14.9,13.75,8.99E+11,1.34E+13,58100284785,6.50E+11,7.33E+11,4.31E+11,750618136,2.01E+12,6.57E+11,1.83E+12,0.922818792,331943
2018/3/0/0,-187.4179077,FIT,3.67,2.62,2.55E+12,9.36E+12,-17744889170,3.19E+11,4.04E+11,38351097431,1.83E+12,3.97E+11,3.93E+11,6.83E+11,0.713896458,789157
2018/3/0/0,-16.40970563,FLC,5.19,5.18,7.10E+12,3.68E+13,83394220812,2.16E+12,2.37E+12,9.98E+11,3.26E+11,1.21E+13,1.20E+12,1.33E+13,0.998073218,5195316
2018/3/0/0,-136.3175566,FMC,28,30.75,4.02E+11,1.13E+13,58512604117,9.60E+11,1.08E+12,74576761017,,4.75E+11,6.95E+11,9.77E+11,1.098214286,137735
2018/3/0/0,-1.734769852,FPT,42.15,42.6,6.14E+12,2.59E+14,8.90E+11,3.74E+12,6.04E+12,3.98E+12,5.07E+12,5.70E+12,1.55E+12,1.34E+13,1.010676157,580857
2018/3/0/0,-11.47184896,FTM,15.4,15,5.00E+11,7.70E+12,4003553643,2.08E+11,2.34E+11,1.29E+11,,6.50E+11,2.28E+11,8.03E+11,0.974025974,1149833
2018/3/0/0,-3.2152871,GAS,101.9,88,1.91E+13,1.95E+15,3.27E+12,1.36E+13,1.84E+13,7.30E+12,2.10E+13,8.97E+12,1.30E+12,1.17E+13,0.863591757,499983
2018/3/0/0,-0.02839383,GEG,14.4,15.4,1.93E+12,2.78E+13,44502820955,64948952903,1.35E+11,1.26E+12,,2.74E+11,42207741244,3.81E+11,1.069444444,210942
2018/3/0/0,-18.43906967,GEX,25.8,21.9,4.07E+12,1.05E+14,4.17E+11,3.20E+12,3.83E+12,8.61E+11,1.83E+12,3.39E+12,2.13E+12,5.52E+12,0.848837209,1215016
2018/3/0/0,-34.59615762,GMC,41,42,1.56E+11,6.40E+12,57083499876,4.96E+11,6.18E+11,84327986860,,4.01E+11,3.07E+11,6.77E+11,1.024390244,30284
2018/3/0/0,-7.475532939,GMD,27.7,25.65,2.97E+12,8.23E+13,1.73E+11,4.25E+11,6.99E+11,1.26E+11,1.31E+11,9.12E+11,57911141370,1.66E+12,0.92599278,1228406
2018/3/0/0,-8.448053263,GTN,10.55,10.9,2.50E+12,2.64E+13,23322717237,6.57E+11,7.67E+11,2.30E+11,8.74E+11,8.86E+11,3.93E+11,7.37E+11,1.033175355,847366
2018/3/0/0,-3.330847868,GVR,9.4,10.1,4.00E+13,3.76E+14,4.88E+11,3.88E+12,4.85E+12,3.76E+12,5.48E+12,2.42E+12,4.12E+12,9.65E+12,1.074468085,75017
2018/3/0/0,-25.85065909,HAG,5.22,5,9.27E+12,4.84E+13,3.78E+11,6.58E+11,1.52E+12,8.48E+11,,5.07E+12,1.47E+12,1.26E+13,0.957854406,2958698
2018/3/0/0,-0.633869715,HAH,13.2,12.9,4.88E+11,6.44E+12,35450397482,2.13E+11,2.68E+11,3.82E+11,,2.29E+11,37492371388,2.64E+11,0.977272727,45780
2018/3/0/0,-1085.569391,HAI,2.65,1.79,1.83E+12,4.85E+12,4921684990,2.22E+11,2.44E+11,16129707029,5000000000,1.74E+12,4.24E+11,6.63E+11,0.675471698,461389
2018/3/0/0,-9.262671121,HAR,5.2,4.09,1.01E+12,5.25E+12,17233416901,75682424127,90824389029,12685500784,,1.89E+11,,58499702628,0.786538462,376056
2018/3/0/0,-228.3861264,HAX,15.9,16.4,3.50E+11,5.57E+12,30181897561,1.07E+12,1.14E+12,59122656329,,3.83E+11,6.50E+11,1.13E+12,1.031446541,64415
2018/3/0/0,-1191.396198,HBC,20.6,16.1,1.95E+12,4.02E+13,2.04E+11,4.21E+12,4.69E+12,1.37E+11,1.10E+11,1.08E+13,1.86E+12,1.19E+13,0.781553398,2227550
2018/3/0/0,-39.62952163,HCD,6.45,5.47,2.70E+11,1.74E+12,8461717268,95820171134,1.04E+11,15937217618,47579010500,2.15E+11,67140314014,1.32E+11,0.848062016,830356
2018/3/0/0,-41.1490549,HDC,13.5,14.2,5.04E+11,6.80E+12,4004842987,66242415285,79793032645,78323989622,4194017684,4.22E+11,6.72E+11,3.74E+11,1.051851852,99548
2018/3/0/0,-13.11667774,HDG,34.25,37.4,9.50E+11,3.25E+13,1.44E+11,4.89E+11,6.96E+11,6.82E+11,1.06E+11,1.37E+12,3.99E+12,1.49E+12,1.091970803,410141
2018/3/0/0,-930.2165882,HHP,14.7,15.3,1.00E+11,1.47E+12,2854495849,58111922916,65212793311,2700419797,,80003340092,52778016610,1.27E+11,1.040816327,187709
2018/3/0/0,-5.35478458,HHS,4.22,3.9,2.75E+12,1.16E+13,74896057829,2.58E+11,3.26E+11,1.57E+11,1.63E+12,89975452825,3.02E+11,2.82E+11,0.924170616,1182585
2018/3/0/0,-943.3193658,HID,2.78,2.49,5.71E+11,1.59E+12,1449540940,1.03E+11,1.09E+11,1083059621,9239320485,3.47E+11,11532227807,83292192058,0.895683453,114110
2018/3/0/0,-15.74570897,HII,15.3,13.8,2.79E+11,4.27E+12,9433762165,1.33E+12,1.39E+12,2.08E+11,1.45E+11,8.69E+11,2.93E+11,1.36E+12,0.901960784,134128
2018/3/0/0,-37.42215033,HNG,15.45,14.45,8.87E+12,1.37E+14,-2.28E+11,4.67E+11,1.07E+12,5.45E+11,,2.87E+12,1.38E+12,8.03E+12,0.935275081,2670002
2018/3/0/0,-21.89668807,HPG,39.6,27.3,2.12E+13,8.40E+14,2.41E+12,1.09E+13,1.42E+13,3.98E+12,5.90E+12,5.64E+12,1.48E+13,2.15E+13,0.689393939,4512386
2018/3/0/0,-54.89850936,HPX,27.75,25,1.50E+12,4.16E+13,2084260311,4031085934,25263255726,1.65E+11,,6.09E+11,1.06E+12,1.41E+12,0.900900901,418950
2018/3/0/0,-1031.14737,HQC,1.62,1.4,4.77E+12,7.73E+12,10629886009,19657301014,79332506785,42094866716,,3.18E+12,8.42E+11,2.17E+12,0.864197531,2325794
2018/3/0/0,-1378.869652,HSG,8.72,6.48,3.85E+12,3.36E+13,82849256935,9.29E+12,1.03E+13,3.02E+11,33470990586,3.12E+12,8.31E+12,1.49E+13,0.743119266,6111365
2018/3/0/0,-377.6679708,HSL,17.5,10,1.58E+11,2.77E+12,10899507096,66194579341,76513244875,2328916070,,66716008389,87382517246,13268570114,0.571428571,413073
2018/3/0/0,-5.730571296,HT1,12.5,15.45,3.82E+12,4.78E+13,1.18E+11,1.72E+12,2.01E+12,7.96E+11,10303297302,5.70E+11,7.40E+11,3.97E+12,1.236,248186
2018/3/0/0,-7.992013572,HVN,32.6,39,1.23E+13,4.01E+14,4.58E+11,2.23E+13,2.54E+13,5.36E+12,2.91E+12,8.89E+12,4.14E+12,3.37E+13,1.196319018,419992
2018/3/0/0,-0.136192232,IBC,24.6,24,6.89E+11,1.69E+13,41902654694,1.42E+11,2.92E+11,4.64E+11,,2.63E+11,3750034291,7.23E+11,0.975609756,168641
2018/3/0/0,-7.790948461,IDI,12.95,8.42,1.82E+12,2.36E+13,1.45E+11,1.19E+12,1.43E+12,6.18E+11,3.78E+11,1.67E+12,8.75E+11,3.00E+12,0.65019305,1543906
2018/3/0/0,-3423.557942,IJC,8.01,7.9,1.37E+12,1.10E+13,70216174817,1.56E+11,2.84E+11,81160013231,28005000000,8.76E+11,5.00E+12,4.51E+12,0.986267166,147339
2018/3/0/0,-4512.177965,ITA,2.69,2.7,9.38E+12,2.52E+13,84306440735,91873410828,2.34E+11,37160425175,,2.58E+12,3.54E+12,1.76E+12,1.003717472,2708362
2018/3/0/0,-2.043280272,ITD,11.3,10.8,1.91E+11,2.16E+12,13709708092,97787729262,1.42E+11,98192833992,31085704822,1.96E+11,71156731616,1.37E+11,0.955752212,48230
2018/3/0/0,-3.375724895,JVC,3.23,3.2,1.13E+12,3.65E+12,9445249892,2.49E+11,2.92E+11,1.33E+11,,1.82E+11,61178858355,2.05E+11,0.990712074,539862
2018/3/0/0,-64.06035967,KBC,12.35,14.3,4.76E+12,5.88E+13,2.37E+11,2.41E+11,6.57E+11,7.11E+11,3007697020,5.40E+12,8.15E+12,3.97E+12,1.157894737,1753793
2018/3/0/0,-6.83932663,KDC,25.7,18.6,2.57E+12,6.60E+13,39890747401,1.56E+12,1.93E+12,6.84E+11,2.23E+12,9.08E+11,1.04E+12,2.16E+12,0.723735409,92112
2018/3/0/0,-4.438096325,KDH,30.85,30.15,4.07E+12,1.26E+14,1.69E+11,1.69E+11,4.08E+11,1.71E+12,,1.49E+12,5.77E+12,2.24E+12,0.977309562,238629
2018/3/0/0,-91.17148022,KMR,3.33,2.83,5.69E+11,1.89E+12,5480432708,1.02E+11,1.21E+11,31909922110,,1.46E+11,3.22E+11,2.84E+11,0.84984985,133718
2018/3/0/0,-26922.17252,KOS,23.8,24.1,1.04E+12,2.48E+13,5416243057,85600516201,96794959715,2009166318,,7.72E+11,4.31E+11,2.52E+11,1.012605042,39000
2018/3/0/0,-43.00393452,LCG,8.9,9,1.00E+12,8.90E+12,42198577434,7.23E+11,8.17E+11,2.30E+11,77000000000,1.84E+12,8.18E+11,2.72E+12,1.011235955,144247
2018/3/0/0,-14.15704891,LDG,16.15,14.8,1.91E+12,3.08E+13,2.61E+11,1.31E+11,4.42E+11,3.81E+11,,1.34E+12,1.30E+12,1.57E+12,0.916408669,1350784
2018/3/0/0,-592.9103614,LGL,7.24,7.8,5.00E+11,3.62E+12,20003136132,2.18E+11,3.12E+11,55823176684,4640556600,6.05E+11,1.43E+12,1.29E+12,1.077348066,70275
2018/3/0/0,-2.235214174,LHG,19.4,18.4,5.00E+11,9.70E+12,13101462726,17448270917,40998480839,2.96E+11,3.35E+11,3.71E+11,3.66E+11,5.34E+11,0.948453608,356575
2018/3/0/0,-4421.886515,LSS,7,6.48,7.00E+11,4.90E+12,8211530883,2.03E+11,2.48E+11,13109600697,6865446576,2.72E+11,8.06E+11,9.42E+11,0.925714286,93484
2018/3/0/0,-0.620089635,MHC,5.53,4.94,3.76E+11,2.08E+12,19398455712,14407070520,14864699620,7643338159,4.72E+11,1.38E+11,4789000,45458178219,0.893309222,44990
2018/3/0/0,-3.618860542,MSN,84,78.4,1.16E+13,9.74E+14,9.18E+11,6.40E+12,9.17E+12,4.95E+12,6.07E+11,2.22E+12,4.90E+12,1.38E+13,0.933333333,1098903
2018/3/0/0,-12.73425332,MWG,111.4,83,3.23E+12,3.60E+14,6.48E+11,1.72E+13,2.09E+13,5.07E+12,6.60E+11,1.51E+12,1.33E+13,1.61E+13,0.745062837,568715
2018/3/0/0,-58.04925068,NAF,12.85,15.7,3.30E+11,4.24E+12,10004839945,1.24E+11,1.55E+11,22656522810,,3.93E+11,96626350596,2.93E+11,1.221789883,83945
2018/3/0/0,-2520.906916,NKG,9.28,6,1.82E+12,1.69E+13,733838574,3.30E+12,3.47E+12,83006650880,1.89E+11,1.03E+12,3.57E+12,4.81E+12,0.646551724,1161914
2018/3/0/0,-1.088636977,NLG,28.55,26.4,2.12E+12,6.05E+13,4.50E+11,6.92E+11,1.33E+12,2.85E+12,1.57E+11,8.94E+11,3.15E+12,2.47E+12,0.92469352,427500
2018/3/0/0,-22.9457051,NT2,24.9,29.2,2.88E+12,7.17E+13,24978185737,1.49E+12,1.62E+12,1.86E+11,490790416,1.53E+12,2.58E+11,2.33E+12,1.172690763,169247
2018/3/0/0,-74.29509441,NTL,12.35,18,6.36E+11,7.85E+12,20892072511,1.87E+11,2.18E+11,1.05E+11,33160922999,1.52E+11,1.34E+12,6.06E+11,1.457489879,391294
2018/3/0/0,-39.68655911,NVL,69.8,56.7,9.07E+12,6.33E+14,6.67E+11,1.78E+12,2.44E+12,4.87E+12,80577276622,4.78E+12,3.30E+13,2.85E+13,0.812320917,485187
2018/3/0/0,-14.20968378,NVT,6.6,8,9.05E+11,5.97E+12,11817765238,32994695194,73422138874,8667162557,115000000,49315057226,10787936092,71862855804,1.212121212,59257
2018/3/0/0,-10.09670037,OGC,3.04,3.88,3.00E+12,9.12E+12,65842196018,2.51E+11,5.30E+11,2.66E+11,1.63E+11,1.38E+12,2.88E+11,2.43E+12,1.276315789,5401230
2018/3/0/0,-1.001629817,PAN,46.2,37.4,1.34E+12,6.19E+13,80893683308,1.57E+12,1.87E+12,2.68E+12,2.56E+11,9.26E+11,1.63E+12,2.00E+12,0.80952381,46791
2018/3/0/0,-6.510015311,PC1,23.9,24.9,1.33E+12,3.18E+13,1.38E+11,9.06E+11,1.13E+12,5.24E+11,50000000000,1.55E+12,8.78E+11,1.67E+12,1.041841004,330536
2018/3/0/0,-4811.027181,PDR,26.8,26.3,1.30E+12,3.48E+13,1.05E+11,2406146535,4845710453,44157150630,,1.62E+12,6.56E+12,1.43E+12,0.981343284,1350450
2018/3/0/0,-4.197228885,PET,8.45,8.4,8.66E+11,7.32E+12,36766043484,3.03E+12,3.20E+12,1.34E+12,,2.11E+12,1.05E+12,4.30E+12,0.99408284,63936
2018/3/0/0,-107.6203558,PHC,13.95,12.6,2.09E+11,2.92E+12,11140201171,5.79E+11,6.30E+11,1.18E+11,82815533188,8.03E+11,9.37E+11,1.57E+12,0.903225806,105948
2018/3/0/0,-2.234940999,PHR,29.3,35.55,1.35E+12,3.96E+13,1.77E+11,2.79E+11,3.51E+11,3.17E+11,2.65E+11,1.74E+11,3.25E+11,5.00E+11,1.21331058,272778
2018/3/0/0,-513237.5018,PLP,13.3,12.9,1.50E+11,2.00E+12,8861907969,88050424635,1.09E+11,292657340,32820000000,1.52E+11,1.71E+11,2.57E+11,0.969924812,39383
2018/3/0/0,-10.49056219,PLX,60.3,53.5,1.29E+13,7.78E+14,8.91E+11,4.28E+13,4.62E+13,9.90E+12,5.92E+12,1.02E+13,1.35E+13,3.78E+13,0.887230514,625656
2018/3/0/0,-20.16017151,PMG,20.35,19.7,3.79E+11,7.71E+12,28493889024,2.91E+11,3.62E+11,38693650213,,3.04E+11,38845993295,6.03E+11,0.968058968,87091
2018/3/0/0,-645.3814496,PNJ,97,94.6,2.25E+12,2.18E+14,1.78E+11,2.55E+12,3.15E+12,1.18E+11,,1.71E+11,4.12E+12,2.07E+12,0.975257732,480304
2018/3/0/0,-1.717731085,POW,14,16.55,2.34E+13,3.28E+14,1.84E+11,5.98E+12,6.96E+12,7.18E+12,1.49E+11,6.25E+12,3.93E+12,1.84E+13,1.182142857,921610
2018/3/0/0,-5.293039954,PPC,18.2,22.7,3.26E+12,5.93E+13,1.63E+11,1.09E+12,1.26E+12,4.86E+11,1.40E+12,1.90E+12,5.40E+11,1.48E+12,1.247252747,416956
