YEAR,FOMULA,COMPANY,PRICE,BAN,VOLUME,MARKET CAP,EARNINGS,COGS,SALES,CASH,INVESTMENTS,RECEIVABLES,INVENTORY,DEBTS,PROFIT,VolumeARG
2018/3/0/0,-317.8769165,PTB,60.6,59.1,4.86E+11,2.95E+13,93580561340,1.02E+12,1.22E+12,67762506085,1.76E+11,6.38E+11,9.01E+11,1.56E+12,0.975247525,86956
2018/3/0/0,-0.669822241,PVD,16.65,16.3,3.83E+12,6.38E+13,96596248710,1.26E+12,1.33E+12,2.33E+12,7.65E+11,1.97E+12,7.84E+11,2.95E+12,0.978978979,3716223
2018/3/0/0,-1.205209747,PVT,17.55,17,2.81E+12,4.93E+13,1.18E+11,1.52E+12,1.74E+12,1.10E+12,1.62E+12,1.16E+12,84086715492,2.30E+12,0.968660969,127957
2018/3/0/0,-5.698999301,PXS,5.24,3.95,6.00E+11,3.14E+12,-36252219573,86443264499,71332699819,2.05E+11,,2.89E+11,2.84E+11,8.38E+11,0.753816794,112168
2018/3/0/0,-239.189212,QBS,4.67,4.49,6.93E+11,3.24E+12,23290386677,4.21E+11,4.24E+11,19969118170,10000000000,7.96E+11,1.16E+11,7.83E+11,0.961456103,312629
2018/3/0/0,-1286.404327,QCG,7.25,4.59,2.75E+12,1.99E+13,1273500954,70714498181,82451671259,2.12E+11,18099983992,2.36E+12,7.30E+12,7.92E+12,0.633103448,2190025
2018/3/0/0,-2.540516017,REE,31.6,33.7,3.10E+12,9.80E+13,3.12E+11,8.98E+11,1.19E+12,1.27E+12,1.40E+12,1.57E+12,1.34E+12,2.68E+12,1.066455696,461195
2018/3/0/0,-143.5763199,ROS,38.55,31.65,5.68E+12,2.19E+14,15165454641,3.91E+11,4.19E+11,2.25E+11,3.70E+11,5.15E+12,1.33E+12,5.46E+12,0.821011673,1390399
2018/3/0/0,-3.314616048,SAB,223.3,233,6.41E+12,1.43E+15,1.03E+12,6.70E+12,8.56E+12,4.23E+12,7.87E+12,7.14E+11,2.26E+12,5.07E+12,1.043439319,48017
2018/3/0/0,-178.4262655,SAM,7.4,7.4,2.42E+12,1.79E+13,993835993,5.37E+11,5.88E+11,93262986958,3.11E+11,1.67E+12,9.89E+11,1.55E+12,1,183459
2018/3/0/0,-630.2953231,SBT,21.6,20,5.87E+12,1.27E+14,2.84E+11,2.22E+12,2.51E+12,2.10E+11,8.73E+11,5.51E+12,3.22E+12,8.59E+12,0.925925926,3078635
2018/3/0/0,-605.2772032,SCR,8.01,7.6,3.17E+12,2.54E+13,44064854034,1.47E+11,2.19E+11,1.95E+11,1.30E+11,3.15E+12,4.64E+12,4.96E+12,0.948813983,1416908
2018/3/0/0,-127.1456042,SHI,6.79,7.54,6.74E+11,4.58E+12,17761700530,9.49E+11,1.09E+12,1.26E+11,1500000000,1.25E+12,9.72E+11,2.01E+12,1.110456554,457740
2018/3/0/0,-1.917900452,SJD,26,20.6,6.90E+11,1.79E+13,90161419470,75275541409,2.00E+11,52509654387,1.35E+11,6.74E+11,7996381990,4.33E+11,0.792307692,30731
2018/3/0/0,-11.0789443,SJF,11.75,4.48,7.92E+11,9.31E+12,13027506592,1.53E+11,1.72E+11,39529079848,,3.76E+11,49195151373,2.75E+11,0.381276596,536549
2018/3/0/0,-986.8257115,SJS,14.85,21.9,1.15E+12,1.71E+13,9912690935,70886345271,92931946750,1.03E+11,27057731031,3.10E+11,3.61E+12,2.90E+12,1.474747475,64166
2018/3/0/0,-26.78038305,SKG,16.45,14.65,5.76E+11,9.48E+12,23919417765,64332072025,99213038162,15317775633,1.58E+11,1.20E+11,21755018397,16501871815,0.890577508,215184
2018/3/0/0,-10.07222532,STK,19.5,17.3,5.99E+11,1.17E+13,46764669251,4.97E+11,5.89E+11,2.40E+11,,1.67E+11,5.13E+11,9.93E+11,0.887179487,70223
2018/3/0/0,-30.55646495,SVI,46,50,1.28E+11,5.89E+12,15150661891,4.05E+11,4.50E+11,65275257485,,3.59E+11,2.03E+11,5.31E+11,1.086956522,555644
2018/3/0/0,-39.04142239,TCM,24.5,28,5.42E+11,1.33E+13,96727715276,9.72E+11,1.18E+12,2.10E+11,2.02E+11,5.80E+11,9.55E+11,1.65E+12,1.142857143,903759
2018/3/0/0,-8268.416734,TDC,7.4,7.58,1.00E+12,7.40E+12,1845425529,2.00E+11,2.76E+11,47851112643,4893028550,6.97E+11,4.54E+12,4.17E+12,1.024324324,123238
2018/3/0/0,-3.008310428,TDG,4.69,2.9,1.29E+11,6.05E+11,1206279823,99442695911,1.08E+11,72883291991,,4013328699,78393942922,1.22E+11,0.618336887,424794
2018/3/0/0,-86.87702577,TDH,10.25,10,8.16E+11,8.36E+12,7639953668,6.26E+11,6.53E+11,1.01E+11,31407225264,9.41E+11,6.43E+11,1.33E+12,0.975609756,502988
2018/3/0/0,-17.52565471,TGG,7.07,2.84,2.73E+11,1.93E+12,610602121,15822607756,16238939545,4073804949,,1.26E+11,16145974047,13043936721,0.401697313,553241
2018/3/0/0,-1376.153096,TLD,7,7.04,1.87E+11,1.31E+12,5682491878,36377886660,43820185670,2273598821,,1.20E+11,72205204504,98008197088,1.005714286,249396
2018/3/0/0,-231.9752823,TLH,6.23,4.66,1.02E+12,6.35E+12,32094768301,1.44E+12,1.52E+12,1.14E+11,9122035623,6.50E+11,1.83E+12,1.56E+12,0.747993579,211220
2018/3/0/0,-1947.346813,TNI,8.95,9.28,5.25E+11,4.70E+12,7757504130,3.25E+11,3.41E+11,6138308703,12100947818,4.68E+11,2.34E+11,3.04E+11,1.036871508,188470
2018/3/0/0,-189.6101406,TNT,2.8,2.26,2.55E+11,7.14E+11,4036788640,33502135504,38614653320,2480566554,,1.19E+11,13238878350,85285474403,0.807142857,322632
2018/3/0/0,-20.61290211,TSC,1.56,1.26,1.48E+12,2.31E+12,-18706307868,1.75E+11,2.13E+11,29058521324,2.35E+11,95460766007,64905754169,1.70E+11,0.807692308,213392
2018/3/0/0,-48.29783639,TTB,20.7,23.15,4.68E+11,9.69E+12,930893702,71482156915,76307463855,26558317762,50584027778,1.86E+11,1.46E+11,2.29E+11,1.118357488,277574
2018/3/0/0,-730.5891674,TTF,3.73,2.82,2.15E+12,8.02E+12,-33039623537,4.93E+11,3.34E+11,60015065130,84292240823,5.52E+11,1.34E+12,1.96E+12,0.756032172,1802515
2018/3/0/0,-26.69987769,TV2,107.1,124.5,1.17E+11,1.25E+13,37770023212,4.20E+11,4.76E+11,98101579093,8.00E+11,5.86E+11,2.38E+11,9.97E+11,1.162464986,73036
2018/3/0/0,-467.6463192,UDC,5.76,4.66,3.50E+11,2.02E+12,8535312717,73302086056,88261778946,18369723771,700000000,2.42E+11,2.94E+11,5.36E+11,0.809027778,75048
2018/3/0/0,-21.46603337,VCG,19,25.3,4.42E+12,8.40E+13,1.85E+11,1.91E+12,2.22E+12,1.22E+12,1.67E+12,5.54E+12,3.39E+12,9.26E+12,1.331578947,1055031
2018/3/0/0,-19.37429745,VFG,38,39,3.16E+11,1.20E+13,24037707893,3.52E+11,4.54E+11,1.79E+11,,4.39E+11,7.08E+11,8.28E+11,1.026315789,53602
2018/3/0/0,-10.65427109,VGC,16,19.7,4.48E+12,7.17E+13,1.67E+11,1.76E+12,2.27E+12,1.16E+12,4.19E+11,1.31E+12,3.09E+12,4.29E+12,1.23125,1260858
2018/3/0/0,-13.71490192,VHC,99,93.2,9.24E+11,9.15E+13,6.09E+11,1.77E+12,2.53E+12,4.83E+11,1.09E+12,1.67E+12,1.01E+12,2.19E+12,0.941414141,315043
2018/3/0/0,-69.78237232,VHM,72,80,2.68E+13,1.93E+15,4.04E+12,4.22E+12,6.88E+12,5.93E+12,1.19E+12,5.54E+13,3.83E+13,6.40E+13,1.111111111,628887
2018/3/0/0,-19.85050523,VIC,95.8,98.8,3.19E+13,3.06E+15,1.53E+12,1.69E+13,2.35E+13,1.59E+13,1.45E+12,5.54E+13,4.51E+13,1.10E+14,1.03131524,721417
2018/3/0/0,-0.93039719,VIP,6.85,7,6.85E+11,4.69E+12,15122487139,1.52E+11,1.98E+11,2.40E+11,,1.10E+11,64207079859,1.69E+11,1.02189781,46675
2018/3/0/0,-2.091427958,VJC,134,125,5.42E+12,7.26E+14,1.68E+12,1.06E+13,1.27E+13,4.89E+12,8.49E+11,1.30E+13,3.18E+11,1.45E+13,0.932835821,726690
2018/3/0/0,-279.4962022,VNE,5,3.94,9.04E+11,4.52E+12,1164131445,1.53E+11,1.69E+11,21956586030,4.03E+11,4.66E+11,1.57E+11,8.54E+11,0.788,172464
2018/3/0/0,-2.182982537,VNG,18.9,20.9,7.97E+11,1.51E+13,9035496581,1.68E+11,2.33E+11,71582004139,13702691318,5.28E+11,10149684451,3.85E+11,1.105820106,566048
2018/3/0/0,-101.371828,VNM,117.7,135,1.74E+13,2.05E+15,2.56E+12,7.24E+12,1.37E+13,6.31E+11,7.77E+12,5.46E+12,4.32E+12,7.38E+12,1.146983857,938214
2018/3/0/0,-3.259864348,VOS,1.58,1.72,1.40E+12,2.21E+12,-52062398741,3.87E+11,4.03E+11,2.30E+11,1.20E+11,5.39E+11,1.15E+11,1.25E+12,1.088607595,93695
2018/3/0/0,-79.16719591,VPG,23.7,22,2.30E+11,5.45E+12,11708603750,4.55E+11,5.39E+11,1.54E+11,5.64E+11,2.42E+11,9.88E+11,1.88E+12,0.928270042,181217
2018/3/0/0,-169.9440901,VPH,5.97,5.19,7.57E+11,4.52E+12,12226972067,19669357423,50295209158,64132802256,131753500,1.01E+12,6.92E+11,1.01E+12,0.869346734,60045
2018/3/0/0,-797.0389496,VPI,43.2,40.15,1.60E+12,6.91E+13,1.21E+11,27455604260,2.10E+11,39951818353,22200000000,1.27E+12,1.06E+12,1.20E+12,0.929398148,366664
2018/3/0/0,-60.05718481,VRC,23,17.1,5.00E+11,1.15E+13,1.15E+11,255721332,734227345,42947750740,,3.73E+11,4.88E+11,2.27E+11,0.743478261,490437
2018/3/0/0,-1.810381413,VRE,30.4,29,1.90E+13,5.78E+14,5.56E+11,2.00E+12,2.95E+12,2.33E+12,14982629666,1.23E+12,1.38E+12,5.21E+12,0.953947368,1580945
2018/3/0/0,-2.226757503,VSC,40,42.95,5.01E+11,2.00E+13,83721173928,3.27E+11,4.48E+11,2.38E+11,3300000000,2.17E+11,21710838617,2.91E+11,1.07375,267188
2018/3/0/0,-28.83383739,YBM,18.85,16.35,1.30E+11,2.45E+12,12358533880,54526893238,91080085913,17930375366,,1.03E+11,43100739372,2.05E+11,0.867374005,36395
2018/2/0/0,-9.714815099,AAA,16.95,14.15,1.67E+12,2.83E+13,50702784029,2.15E+12,2.32E+12,6.11E+11,4.07E+11,1.22E+12,9.01E+11,2.83E+12,0.83480826,2061339
2018/2/0/0,-42.10041134,ACL,11.35,27.3,2.28E+11,2.59E+12,47913977616,2.93E+11,3.89E+11,82025514881,,2.93E+11,3.70E+11,7.31E+11,2.405286344,37575
2018/2/0/0,-523.7934667,AMD,3.64,3.3,1.64E+12,5.97E+12,18082365134,6.86E+11,7.08E+11,13985599879,13150000000,1.63E+12,1.83E+11,4.83E+11,0.906593407,1450745
2018/2/0/0,-3360.74663,ANV,18,24.8,1.25E+12,2.25E+13,1.17E+11,7.45E+11,8.69E+11,23426786523,6.17E+11,4.69E+11,1.02E+12,1.80E+12,1.377777778,948849
2018/2/0/0,-0.990308739,APC,31.95,36,1.20E+11,3.83E+12,21132053845,12199808740,45103120758,23298287499,,1.29E+11,11873780,23861292530,1.126760563,38670
2018/2/0/0,-26.41072492,ASM,12.8,10.8,2.42E+12,3.10E+13,3.70E+11,1.71E+12,2.07E+12,5.71E+11,8.46E+11,3.11E+12,1.94E+12,4.19E+12,0.84375,5909822
2018/2/0/0,-0.593809123,AST,62.8,65.6,3.60E+11,2.26E+13,34927577859,98446233543,2.07E+11,2.28E+11,,43564024867,41935279039,2.11E+11,1.044585987,57986
2018/2/0/0,-283.9162869,BCG,5.45,6.23,1.08E+12,5.89E+12,10272243345,1.90E+11,2.38E+11,32445005174,34688209690,1.76E+12,2.46E+11,1.21E+12,1.143119266,60929
2018/2/0/0,-9.790925509,BMP,55.8,55.4,8.19E+11,4.57E+13,1.40E+11,8.55E+11,1.10E+12,3.25E+11,2.00E+11,5.56E+11,5.39E+11,3.65E+11,0.992831541,125639
2018/2/0/0,-9.937669116,BWE,17.3,19.35,1.50E+12,2.60E+13,35522835245,4.06E+11,6.28E+11,2.18E+11,1.96E+11,8.49E+11,3.11E+11,1.39E+12,1.11849711,128134
2018/2/0/0,-74.70492954,CAV,55.2,55,5.76E+11,3.18E+13,82435756248,1.83E+12,2.02E+12,1.85E+11,1.62E+11,1.00E+12,1.08E+12,2.06E+12,0.996376812,104656
2018/2/0/0,-682.3422732,CCL,3.65,3.28,4.75E+11,1.73E+12,7582080732,25258563059,36268499148,3422606751,,1.22E+11,86161910502,92374654298,0.898630137,257655
2018/2/0/0,-0.174714384,CHP,23.7,22.1,1.26E+12,2.99E+13,55444863953,71343566224,1.55E+11,2.63E+11,61500000000,50643761486,8649769685,3.09E+11,0.932489451,30132
2018/2/0/0,-197426.2145,CIG,3.9,3.99,3.15E+11,1.23E+12,15555980785,4323556528,22714810030,763596479,,88589839506,2.99E+11,3.85E+11,1.023076923,100212
2018/2/0/0,-3.275193346,CII,26.35,23.6,2.80E+12,7.38E+13,75501165098,7.03E+11,9.19E+11,1.43E+12,3.61E+11,4.06E+12,1.29E+12,5.05E+12,0.895635674,676352
2018/2/0/0,-1716.611167,CSM,13.9,14.9,1.04E+12,1.45E+13,5688037204,8.78E+11,9.82E+11,38471642730,,9.67E+11,1.18E+12,2.14E+12,1.071942446,82239
2018/2/0/0,-2.646331361,CSV,33,32.5,4.42E+11,1.46E+13,70259434820,3.08E+11,4.20E+11,2.60E+11,2.30E+11,2.05E+11,2.04E+11,2.73E+11,0.984848485,53468
2018/2/0/0,-56.93245065,CTD,156.5,147,7.84E+11,1.23E+14,4.28E+11,7.74E+12,8.30E+12,5.87E+11,4.13E+12,6.98E+12,1.91E+12,7.71E+12,0.939297125,162523
2018/2/0/0,-4.575436054,CTI,29.7,24.65,6.30E+11,1.87E+13,30088299350,1.16E+11,2.30E+11,1.39E+11,94500000000,1.45E+11,1.47E+11,5.56E+11,0.82996633,148818
2018/2/0/0,-72.34442654,CVT,25.8,22.9,3.67E+11,9.47E+12,38591322439,2.68E+11,3.34E+11,69391331857,,51265192227,5.50E+11,6.15E+11,0.887596899,771287
2018/2/0/0,-19.5882833,D2D,66.5,71.8,1.07E+11,7.12E+12,18329558434,68907573975,55869630261,51034363424,3.05E+11,1.20E+11,3.23E+11,1.54E+11,1.079699248,32711
2018/2/0/0,-1224.588623,DAG,7.5,6.6,4.93E+11,3.70E+12,12120850272,3.54E+11,3.90E+11,15850019518,,3.65E+11,5.05E+11,6.02E+11,0.88,234000
2018/2/0/0,-67.37075291,DAH,5.95,5.78,3.42E+11,2.03E+12,413679437,51872253256,60298636457,9563072893,,81113615492,36030265197,1.66E+11,0.971428571,528186
2018/2/0/0,-105.3000767,DBD,41.3,36.5,5.24E+11,2.16E+13,41258771232,1.87E+11,2.96E+11,35398717820,2.16E+11,3.95E+11,3.08E+11,4.13E+11,0.88377724,34236
2018/2/0/0,-1.395189679,DCM,11.05,9.65,5.29E+12,5.85E+13,1.54E+11,1.57E+12,1.97E+12,1.52E+12,3.17E+12,5.91E+11,5.51E+11,3.08E+12,0.873303167,351761
2018/2/0/0,-3.02174401,DGC,36.3,48,5.00E+11,1.82E+13,10719617743,1.00E+11,1.25E+11,80152158227,,52186576594,49349079732,61100789315,1.32231405,114391
2018/2/0/0,-65.1952588,DGW,23,23.6,4.08E+11,9.38E+12,22590984545,1.30E+12,1.38E+12,1.08E+11,,4.87E+11,6.66E+11,7.58E+11,1.026086957,227331
2018/2/0/0,-181.2328619,DHG,102,83.8,1.31E+12,1.34E+14,1.39E+11,4.97E+11,9.33E+11,74377826389,1.64E+12,6.09E+11,7.80E+11,1.25E+12,0.821568627,150998
2018/2/0/0,-452.0340305,DHM,2.44,4.79,3.14E+11,7.66E+11,2938162575,2.73E+11,2.87E+11,7468625580,,2.15E+11,87113845984,2.64E+11,1.963114754,34209
2018/2/0/0,-33.99562767,DIG,15.8,13.9,3.15E+12,4.98E+13,72284600450,4.62E+11,6.44E+11,4.30E+11,41242000000,1.35E+12,3.29E+12,1.89E+12,0.879746835,1833893
2018/2/0/0,-110.582256,DLG,2.72,2.1,2.85E+12,7.75E+12,6040263721,6.26E+11,7.27E+11,1.12E+11,2.80E+11,2.60E+12,6.91E+11,1.97E+12,0.772058824,1427788
2018/2/0/0,-7.218960044,DPG,42.4,45.4,3.00E+11,1.27E+13,38763817810,2.85E+11,3.54E+11,2.38E+11,235442500,8.20E+11,2.96E+11,1.32E+12,1.070754717,100320
2018/2/0/0,-2.938848091,DPM,18.45,18.5,3.91E+12,7.21E+13,2.19E+11,2.23E+12,2.70E+12,1.73E+12,8.70E+11,4.19E+11,1.68E+12,1.81E+12,1.002710027,815145
2018/2/0/0,-57.02899436,DRC,23.9,21,1.19E+12,2.84E+13,54351420585,7.95E+11,9.28E+11,1.39E+11,,3.72E+11,8.47E+11,1.20E+12,0.878661088,184615
2018/2/0/0,-216.0057908,DRH,15.1,12.35,6.10E+11,9.21E+12,6644604206,,405421679,56403046016,4517840000,36885219193,8.81E+11,7.80E+11,0.817880795,534932
2018/2/0/0,-38.37350545,DXG,26.3,25,3.43E+12,9.02E+13,2.51E+11,2.30E+11,7.64E+11,7.22E+11,2.42E+11,5.71E+12,3.70E+12,5.40E+12,0.950570342,3163859
2018/2/0/0,-4.522865301,ELC,9.18,7.58,5.09E+11,4.67E+12,3939738548,74455452826,98891533156,86049894421,52867295740,4.08E+11,1.94E+11,1.51E+11,0.825708061,45670
2018/2/0/0,-22.55707893,EVE,15.6,15.65,4.20E+11,6.55E+12,13042148758,1.88E+11,2.68E+11,75473239516,2.46E+11,2.30E+11,4.50E+11,2.52E+11,1.003205128,82644
2018/2/0/0,-55.51134471,EVG,4.33,3.33,3.00E+11,1.30E+12,9146928859,1.42E+11,1.57E+11,17388254336,,1.40E+11,1.23E+11,1.07E+11,0.769053118,695237
2018/2/0/0,-57.11726002,FCM,6.08,6.09,4.10E+11,2.49E+12,-1519790658,2.16E+11,2.14E+11,52199819752,,3.27E+11,3.42E+11,4.39E+11,1.001644737,36415
2018/2/0/0,-8.618429261,FCN,15.6,15,8.99E+11,1.40E+13,43630126428,4.40E+11,5.50E+11,3.64E+11,749326027,1.97E+12,6.04E+11,1.81E+12,0.961538462,379922
2018/2/0/0,-122.9362134,FIT,4.29,3.27,2.55E+12,1.09E+13,-8328032436,3.21E+11,4.00E+11,55165923432,1.87E+12,4.02E+11,4.16E+11,8.80E+11,0.762237762,884572
2018/2/0/0,-25.99852815,FLC,6.4,4.98,6.83E+12,4.37E+13,25416248319,2.64E+12,2.99E+12,8.36E+11,2.76E+11,1.24E+13,1.23E+12,1.44E+13,0.778125,22014535
2018/2/0/0,-10.90889602,FMC,22.25,27.7,4.02E+11,8.94E+12,30395929656,8.72E+11,9.45E+11,2.78E+11,,3.39E+11,6.14E+11,1.00E+12,1.24494382,109374
2018/2/0/0,-1.316935407,FPT,42.25,41.9,6.14E+12,2.59E+14,7.59E+11,3.47E+12,5.47E+12,4.06E+12,4.87E+12,5.43E+12,1.28E+12,1.19E+13,0.991715976,1193859
2018/2/0/0,-9.704109708,FTM,15,14.9,5.00E+11,7.50E+12,13499500068,2.48E+11,2.86E+11,1.31E+11,,7.20E+11,1.95E+11,7.94E+11,0.993333333,932219
2018/2/0/0,-2.322456468,GAS,96.1,101.5,1.91E+13,1.84E+15,3.21E+12,1.53E+13,2.00E+13,9.79E+12,2.06E+13,1.24E+13,2.21E+12,1.60E+13,1.056191467,525381
2018/2/0/0,-0.099763168,GEG,13.6,14.6,9.71E+11,1.32E+13,40134882947,44569088752,1.06E+11,4.03E+11,,3.37E+11,34376656778,2.48E+11,1.073529412,40283
2018/2/0/0,-4.533850582,GEX,35.8,26.2,3.39E+12,1.21E+14,1.45E+11,2.87E+12,3.38E+12,1.89E+12,1.98E+12,2.81E+12,2.28E+12,5.69E+12,0.731843575,2080930
2018/2/0/0,-4.869083173,GMD,25.3,27.5,2.88E+12,7.29E+13,2.75E+11,3.18E+11,5.97E+11,1.72E+11,1.04E+11,8.68E+11,81967683137,1.49E+12,1.086956522,471706
2018/2/0/0,-5.385139085,GTN,12.65,9.46,2.50E+12,3.16E+13,56162072036,6.85E+11,8.34E+11,3.29E+11,8.97E+11,7.35E+11,4.45E+11,7.36E+11,0.747826087,2821645
2018/2/0/0,-365.7131052,HAG,7.23,5.08,9.27E+12,6.70E+13,83357329000,9.21E+11,1.89E+12,2.30E+11,,6.30E+12,1.41E+12,1.37E+13,0.702627939,16656372
2018/2/0/0,-0.495468555,HAH,13.4,13.2,4.88E+11,6.54E+12,44770841075,1.97E+11,2.39E+11,4.18E+11,,1.83E+11,41827964638,2.60E+11,0.985074627,69804
2018/2/0/0,-7305.801486,HAI,3.54,2.63,1.83E+12,6.48E+12,-26350732524,2.46E+11,2.53E+11,6967265846,5000000000,1.74E+12,4.85E+11,7.30E+11,0.742937853,3066304
2018/2/0/0,-19.98226725,HAR,5.52,4.9,1.01E+12,5.58E+12,1751008041,60568655229,70646683196,19048585154,18579151,1.32E+11,71959995006,87866915221,0.887681159,388788
2018/2/0/0,-457.6039163,HAX,15.75,16,3.50E+11,5.51E+12,31782848120,1.09E+12,1.16E+12,41945457321,,4.22E+11,6.60E+11,1.15E+12,1.015873016,115959
2018/2/0/0,-150.9160391,HBC,22,21,1.95E+12,4.29E+13,1.59E+11,4.32E+12,4.73E+12,3.16E+11,2.99E+11,9.61E+12,1.34E+12,1.08E+13,0.954545455,1217951
2018/2/0/0,-12.39532546,HCD,14.5,6.3,2.70E+11,3.92E+12,11067710646,1.38E+11,1.52E+11,33476610322,842800000,2.05E+11,68694799078,1.02E+11,0.434482759,595027
2018/2/0/0,-28.33982578,HDC,13.45,12.9,5.04E+11,6.78E+12,18387104672,1.33E+11,1.59E+11,96537625915,4194023884,3.36E+11,8.44E+11,3.05E+11,0.959107807,193674
2018/2/0/0,-31.88653417,HDG,34,33.8,9.50E+11,3.23E+13,9702963984,2.69E+11,3.83E+11,3.93E+11,59090958150,1.35E+12,3.68E+12,1.33E+12,0.994117647,104358
2018/2/0/0,-6.222319827,HHS,4.2,4.13,2.75E+12,1.16E+13,43871415764,3.40E+11,3.84E+11,2.23E+11,1.31E+12,1.94E+11,6.99E+11,3.07E+11,0.983333333,2151872
2018/2/0/0,-2877.230617,HID,2.8,2.8,3.26E+11,9.13E+11,1691132751,75061240357,75767138018,470374989,8402230485,32504261191,10684466890,55031721320,1,112734
2018/2/0/0,-12.11316933,HII,17.5,16.15,2.79E+11,4.88E+12,18831631451,1.52E+12,1.58E+12,2.76E+11,1.45E+11,6.46E+11,3.11E+11,1.22E+12,0.922857143,254112
2018/2/0/0,-340.9267448,HNG,16.85,14.15,8.87E+12,1.49E+14,45780318000,6.73E+11,1.29E+12,1.46E+11,,2.79E+12,1.28E+12,5.66E+12,0.839762611,4034525
2018/2/0/0,-10.64797756,HPG,36.15,39.6,1.52E+13,5.49E+14,2.20E+12,1.14E+13,1.43E+13,5.32E+12,7.75E+12,6.58E+12,1.29E+13,2.00E+13,1.095435685,6569169
2018/2/0/0,-20.98181597,HPX,27,26.7,1.50E+12,4.05E+13,35195724019,41356269119,56306350702,3.21E+11,,1.51E+12,1.12E+12,1.93E+12,0.988888889,603028
2018/2/0/0,-1327.505895,HQC,1.95,1.62,4.77E+12,9.30E+12,10897964358,1.30E+11,1.90E+11,34743309067,,2.93E+12,8.01E+11,2.00E+12,0.830769231,3742885
2018/2/0/0,-3536.724358,HSG,10.45,8.59,3.50E+12,3.66E+13,86687448481,6.63E+12,7.66E+12,2.07E+11,29022347000,2.27E+12,9.86E+12,1.53E+13,0.822009569,3524812
2018/2/0/0,-61.8258551,HSL,22,20.65,1.26E+11,2.77E+12,3454875506,41422822004,45310570400,5717304457,,81669335031,67504987825,23037403511,0.938636364,155227
2018/2/0/0,-24.96953993,HT1,11.75,12.5,3.82E+12,4.49E+13,2.42E+11,1.78E+12,2.20E+12,3.40E+11,10000804151,6.34E+11,7.70E+11,3.21E+12,1.063829787,191086
2018/2/0/0,-4.215457188,HVN,37.3,32.3,1.23E+13,4.59E+14,3.74E+11,2.01E+13,2.31E+13,7.58E+12,2.32E+12,8.66E+12,4.03E+12,3.55E+13,0.865951743,790946
2018/2/0/0,-0.125069534,IBC,24.4,24.5,6.89E+11,1.68E+13,6443326140,1.44E+11,2.30E+11,4.43E+11,,2.49E+11,5013380457,6.97E+11,1.004098361,183686
2018/2/0/0,-10.76687912,IDI,11.6,12.6,1.82E+12,2.11E+13,1.49E+11,1.34E+12,1.58E+12,4.37E+11,5.82E+11,1.77E+12,5.99E+11,2.90E+12,1.086206897,3774177
2018/2/0/0,-519.3826973,IJC,8.3,7.95,1.37E+12,1.14E+13,74657522736,1.81E+11,3.23E+11,2.04E+11,17505000000,9.60E+11,5.31E+12,4.07E+12,0.957831325,317724
2018/2/0/0,-10628.85834,ITA,2.73,2.7,9.38E+12,2.56E+13,52084747669,67487410115,1.30E+11,25093695688,,2.29E+12,3.76E+12,1.78E+12,0.989010989,3256200
2018/2/0/0,-0.868177393,ITD,11.4,10.55,1.91E+11,2.18E+12,12258538226,61762611891,91553740201,1.29E+11,36690068176,1.31E+11,71309478782,1.07E+11,0.925438596,34116
2018/2/0/0,-12.07812416,JVC,3.07,3.41,1.13E+12,3.47E+12,1454702782,87029476798,1.16E+11,55239211680,,1.49E+11,1.56E+11,2.20E+11,1.110749186,161205
2018/2/0/0,-89.30325608,KBC,11.6,12.1,4.76E+12,5.52E+13,60905991983,1.79E+11,3.52E+11,6.03E+11,3007697020,5.09E+12,8.26E+12,3.93E+12,1.043103448,2116277
2018/2/0/0,-5.723571332,KDC,34.2,25.85,2.57E+12,8.79E+13,29633288030,1.64E+12,2.05E+12,7.45E+11,2.23E+12,9.24E+11,9.19E+11,2.24E+12,0.755847953,98561
2018/2/0/0,-5.706466699,KDH,30,31.7,3.88E+12,1.16E+14,1.30E+11,3.78E+11,5.18E+11,1.43E+12,,1.88E+12,5.27E+12,2.19E+12,1.056666667,207285
2018/2/0/0,-53.45180569,KHP,10.2,10.25,4.16E+11,4.24E+12,28756781558,1.10E+12,1.18E+12,59547533320,2.71E+11,74796571464,1.01E+11,5.99E+11,1.004901961,104226
2018/2/0/0,-357.6388448,KMR,3.5,3.01,5.69E+11,1.99E+12,4912150914,1.24E+11,1.50E+11,15278721065,,1.67E+11,3.02E+11,2.73E+11,0.86,53594
2018/2/0/0,-1813.708578,KOS,19.1,24,4.15E+11,7.93E+12,23037028087,1.69E+11,2.01E+11,7984462644,,3.96E+11,3.50E+11,3.28E+11,1.256544503,54709
2018/2/0/0,-25.43797963,LCG,9.74,8.56,1.00E+12,9.74E+12,37747086618,4.77E+11,5.27E+11,2.91E+11,77000000000,1.62E+12,8.40E+11,2.53E+12,0.878850103,75676
2018/2/0/0,-12.16631108,LDG,14.7,14.95,1.89E+12,2.78E+13,11710304453,24945357827,79657063502,4.17E+11,,7.94E+11,1.50E+12,1.41E+12,1.017006803,1583919
2018/2/0/0,-183.8196664,LGL,6.8,7,5.00E+11,3.40E+12,10687246694,1.98E+11,2.47E+11,1.06E+11,4640508200,6.06E+11,1.55E+12,1.33E+12,1.029411765,75615
2018/2/0/0,-0.969958947,LHG,18.5,18.9,5.00E+11,9.25E+12,46206980142,42578076203,87200962763,3.92E+11,3.68E+11,2.83E+11,2.90E+11,5.04E+11,1.021621622,200965
