,YEAR,FOMULA,COMPANY,PRICE,BAN,VOLUME,MARKET CAP,EARNINGS,COGS,SALES,CASH,INVESTMENTS,RECEIVABLES,INVENTORY,DEBTS,PROFIT,ValueARG,VolumeARG
765.00,2020/4/0/0,,SBT,20.55,19.75,6387694800000.00,13126712814000.00,139546530236.00,3356045416760.00,3850836469022.00,980270182736.00,1525093233604.00,5276717222963.00,2121467126844.00,7968243126368.00,0.96,84244615385.00,4093000.00
766.00,2020/4/0/0,,SBV,12.20,15.30,273664760000.00,333871007200.00,44295754695.00,115444826646.00,190307972028.00,18599696437.00,375000.00,281506500970.00,127220741549.00,288612677727.00,1.25,938923077.00,76546.15
767.00,2020/4/0/0,,SCD,24.15,21.50,85000000000.00,205275000000.00,411944574.00,41559320370.00,58644049878.00,73177165027.00,50000000000.00,21529304654.00,36299130477.00,39810293760.00,0.89,176923077.00,7538.46
768.00,2020/4/0/0,,SCR,7.80,8.22,3663563030000.00,2857579163400.00,90089009949.00,992654663272.00,574262137298.00,208422315619.00,84347079452.00,4811334244895.00,3310374692824.00,4799305194819.00,1.05,42980000000.00,5067892.31
769.00,2020/4/0/0,,SCS,124.50,126.00,579357000000.00,7212994650000.00,128489131993.00,46970360974.00,197479582175.00,36053777988.00,201000000000.00,235682552060.00,0.00,73512756958.00,1.01,4990846154.00,39069.23
770.00,2020/4/0/0,,KSB,28.95,28.00,669684780000.00,1938737438100.00,110681010720.00,241959994588.00,426148763700.00,151556122436.00,0.00,2112645717597.00,47840139559.00,1406882582582.00,0.97,38783538462.00,1363292.31
771.00,2020/4/0/0,,SFI,36.00,39.35,150853050000.00,543070980000.00,19620073675.00,379843923607.00,427443105838.00,136330512608.00,0.00,231377910342.00,274089186.00,214025990458.00,1.09,753000000.00,22092.31
772.00,2020/4/0/0,,SGN,68.00,69.50,335816910000.00,2283554988000.00,4669712776.00,131512034216.00,157548175270.00,223318461486.00,73451767500.00,276250967917.00,5143876819.00,149183328783.00,1.02,473692308.00,7092.31
773.00,2020/4/0/0,,SGR,19.40,28.40,600000000000.00,1164000000000.00,-3033647465.00,18045867768.00,31626314383.00,44288582544.00,53000000.00,802717711713.00,758029123743.00,962005707202.00,1.46,705769231.00,34861.54
774.00,2020/4/0/0,,SGT,13.30,15.70,740019140000.00,984225456200.00,101438706.00,55222954290.00,88149998692.00,123670780308.00,471972979.00,865567223541.00,407604639439.00,805941481936.00,1.18,1959615385.00,124015.38
775.00,2020/4/0/0,,SHA,4.50,6.30,318539760000.00,143342892000.00,10540569357.00,242047865888.00,283270223691.00,122415204578.00,0.00,306865583896.00,272729907435.00,495181289248.00,1.40,277307692.00,58907.69
776.00,2020/4/0/0,,SHI,9.80,23.40,914259270000.00,895974084600.00,26273701787.00,1476378526590.00,1702100690363.00,204961584849.00,226272216533.00,1876127838946.00,999999224057.00,2899243338503.00,2.39,8163461538.00,851907.69
777.00,2020/4/0/0,,SHP,22.20,22.00,937102000000.00,2080366440000.00,65026808202.00,79129398500.00,165632489415.00,14135318226.00,0.00,110685849483.00,3541007673.00,323143521347.00,0.99,161076923.00,7223.08
778.00,2020/4/0/0,,SJD,16.80,17.25,689986200000.00,1159176816000.00,30048197203.00,37844174970.00,88197168958.00,59955191305.00,0.00,625192374737.00,4725665165.00,192431293557.00,1.03,2060307692.00,121384.62
779.00,2020/4/0/0,,SJF,2.35,3.65,792000000000.00,186120000000.00,2530721668.00,148451095590.00,154553139170.00,28148000901.00,0.00,284539140541.00,43937275554.00,292213856233.00,1.55,7215846154.00,2706076.92
780.00,2020/4/0/0,,SJS,36.80,46.50,1148555400000.00,4226683872000.00,21665971573.00,583537654900.00,926182763362.00,222195226747.00,20222734075.00,463657135931.00,3779096023397.00,3828947296275.00,1.26,12706769231.00,392346.15
781.00,2020/4/0/0,,SKG,10.30,12.10,633317350000.00,652316870500.00,-2116571810.00,59345971109.00,69053352305.00,14585818590.00,164787313181.00,92368620306.00,28036457244.00,13745386343.00,1.17,4090384615.00,369038.46
782.00,2020/4/0/0,,SMB,43.00,42.00,298466480000.00,1283405864000.00,49227501024.00,246335736668.00,337297559466.00,37098441283.00,40000000000.00,74832418494.00,174083943736.00,283781245355.00,0.98,889923077.00,20930.77
783.00,2020/4/0/0,,SMC,20.95,32.80,609946910000.00,1277838776450.00,154231127429.00,4153697708760.00,4478211007888.00,1183353090185.00,557363131616.00,1716825128082.00,1805187567882.00,5083592569015.00,1.57,8534769231.00,391338.46
784.00,2020/4/0/0,,SRC,21.20,19.70,280657650000.00,594994218000.00,29203332292.00,638372530675.00,710550944357.00,71275142480.00,0.00,789669034883.00,188072763749.00,693351933044.00,0.93,1435692308.00,64861.54
785.00,2020/4/0/0,,STG,15.10,16.90,982533570000.00,1483625690700.00,54566723232.00,504905660512.00,667006749055.00,250395300190.00,73515610638.00,504987087620.00,58814219276.00,505133707543.00,1.12,388538462.00,25061.54
786.00,2020/4/0/0,,STK,24.95,32.05,707269440000.00,1764637252800.00,68387245041.00,469196040880.00,568997532908.00,95106312655.00,26000000000.00,97669845258.00,400542739062.00,569421548950.00,1.28,2081230769.00,82369.23
787.00,2020/4/0/0,,SVC,74.00,85.60,333205320000.00,2465719368000.00,133363778743.00,5621766089979.00,5975964023246.00,548813754677.00,48181523639.00,655429823698.00,722653036750.00,2055604899529.00,1.16,410384615.00,5907.69
788.00,2020/4/0/0,,SVT,14.60,16.55,115795740000.00,169061780400.00,26764295760.00,29515183349.00,29996991596.00,11208912233.00,0.00,22944055333.00,0.00,1214778045.00,1.13,151307692.00,9169.23
789.00,2020/4/0/0,,SZC,36.00,33.90,1000000000000.00,3600000000000.00,23752687789.00,42397578572.00,70738244183.00,89152360679.00,80000000000.00,45970470572.00,2957352791.00,1043010623732.00,0.94,68779692308.00,1754076.92
790.00,2020/4/0/0,,SZL,51.50,50.10,200000000000.00,1030000000000.00,28610985044.00,65394396961.00,95400397877.00,300476954473.00,111300000000.00,74483842225.00,81420099770.00,114736157081.00,0.97,1880846154.00,35707.69
791.00,2020/4/0/0,,TAC,45.60,65.20,338796480000.00,1544911948800.00,29604531837.00,1419571395822.00,1653218975275.00,243860241159.00,350000000000.00,653034360486.00,901085445738.00,1834271402351.00,1.43,1715615385.00,36753.85
792.00,2020/4/0/0,,TBC,25.00,27.25,635000000000.00,1587500000000.00,51110050295.00,58123164789.00,140658571859.00,110345444910.00,15965000000.00,116802763142.00,4514292409.00,80894239966.00,1.09,1307461538.00,50876.92
793.00,2020/4/0/0,,TCD,13.10,13.35,472945900000.00,619559129000.00,89638346704.00,1118811709242.00,1242325775831.00,165029730822.00,13641748890.00,3453021278834.00,736691927616.00,4338119623772.00,1.02,163846154.00,12523.08
794.00,2020/4/0/0,,TCL,27.55,29.70,301584360000.00,830864911800.00,36634170992.00,229978066319.00,291010455240.00,57520994812.00,172400000000.00,158403591992.00,5512651000.00,244538830412.00,1.08,5995923077.00,216530.77
795.00,2020/4/0/0,,TCM,74.50,109.00,620683490000.00,4624092000500.00,75607267117.00,608795422570.00,752230364875.00,287922412252.00,267127097758.00,199512406932.00,1006919927775.00,1256932784884.00,1.46,34617615385.00,451515.38
796.00,2020/4/0/0,,TCR,3.96,4.70,454328360000.00,179914030560.00,-2063704950.00,219073433557.00,265994937135.00,93195503959.00,0.00,146787287628.00,377588559490.00,454061291328.00,1.19,279923077.00,57623.08
797.00,2020/4/0/0,,TCT,28.70,27.20,127880000000.00,367015600000.00,523449972.00,2299632887.00,3904471528.00,20163751874.00,9240530411.00,240159973727.00,2667291774.00,23891753931.00,0.95,935076923.00,32769.23
798.00,2020/4/0/0,,TDC,16.10,16.40,1000000000000.00,1610000000000.00,117534093045.00,368649098874.00,646748289875.00,28237587100.00,0.00,422270712431.00,2277181355626.00,3375130128257.00,1.02,21010230769.00,1325630.77
799.00,2020/4/0/0,,TDG,3.20,4.02,167700000000.00,53664000000.00,839281457.00,250005795132.00,265855900884.00,5336115118.00,30000000000.00,123211403950.00,21842756304.00,181240022718.00,1.26,2365230769.00,696776.92
800.00,2020/4/0/0,,TDH,7.15,6.51,1126527670000.00,805467284050.00,25600439371.00,598369560150.00,778968549894.00,231104692069.00,14144223800.00,1909318342726.00,996353552351.00,2177752225305.00,0.91,13022230769.00,1633492.31
801.00,2020/4/0/0,,TDM,26.40,27.30,1000000003750.00,2640000009900.00,53232364285.00,49889661009.00,106284094810.00,52891345771.00,0.00,118796151706.00,7415880091.00,424841610227.00,1.03,9102769231.00,352807.69
802.00,2020/4/0/0,,TDP,25.50,28.10,537598370000.00,1370875843500.00,17674265068.00,298898535998.00,363646868527.00,68648004299.00,33150000000.00,273593741166.00,896613816150.00,1078361082118.00,1.10,3086923077.00,126084.62
803.00,2020/4/0/0,,TEG,7.84,14.10,323836420000.00,253887753280.00,141310592.00,74194360857.00,76121156531.00,8708549214.00,0.00,123898061023.00,65056020072.00,110412859205.00,1.80,797923077.00,112730.77
804.00,2020/4/0/0,,TGG,1.91,3.79,272999900000.00,52142980900.00,-219256412.00,3383655952.00,3411825000.00,769018622.00,0.00,96260118330.00,15294230438.00,11848731071.00,1.98,4701769231.00,2450023.08
805.00,2020/4/0/0,,THG,62.90,79.50,145195600000.00,913280324000.00,45300119279.00,354068574267.00,477790010421.00,151348800782.00,41409689807.00,234348656546.00,374441557131.00,731291511423.00,1.26,2419384615.00,37323.08
806.00,2020/4/0/0,,TIP,51.00,41.30,260031430000.00,1326160293000.00,77932485132.00,29783533321.00,116087630481.00,76310527786.00,33070000000.00,169049080416.00,157643579244.00,202276794393.00,0.81,5100076923.00,100061.54
807.00,2020/4/0/0,,TLD,5.35,6.56,380540770000.00,203589311950.00,3035132401.00,79261065927.00,86024053351.00,26037718431.00,6490000000.00,235041816210.00,121296342536.00,150000274706.00,1.23,3171153846.00,522338.46
808.00,2020/4/0/0,,TLG,38.60,36.50,777944530000.00,3002865885800.00,94096948895.00,430256248946.00,747255832848.00,371680211939.00,372000000000.00,415009507750.00,530224405469.00,499556492085.00,0.95,2891615385.00,73853.85
809.00,2020/4/0/0,,TLH,6.75,16.80,1021106210000.00,689246691750.00,77981212343.00,1084764055378.00,1223118993173.00,151953845967.00,153882563836.00,253884347807.00,1643231525587.00,1294104559135.00,2.49,3094153846.00,422792.31
810.00,2020/4/0/0,,TMS,38.60,50.00,708221610000.00,2733735414600.00,98302656290.00,1096357508578.00,1171710445155.00,467361384849.00,233372157280.00,607919620644.00,5298293897.00,939203709927.00,1.30,1519923077.00,40800.00
811.00,2020/4/0/0,,TMT,5.39,9.10,372876800000.00,200980595200.00,602380372.00,486510083397.00,528528591322.00,62746460019.00,3000000000.00,146800147563.00,1078618446078.00,1202701354517.00,1.69,118076923.00,20353.85
812.00,2020/4/0/0,,TN1,63.00,57.00,214059840000.00,1348576992000.00,42368192695.00,126553296353.00,182353972213.00,84532469790.00,885924580000.00,470753409457.00,15914499008.00,1127493964522.00,0.90,144923077.00,2161.54
813.00,2020/4/0/0,,TNA,11.70,12.70,397308840000.00,464851342800.00,14075216355.00,1472191818699.00,1553352929479.00,60199599768.00,0.00,872104976407.00,926107261232.00,1517411018992.00,1.09,7611769231.00,546361.54
814.00,2020/4/0/0,,TNH,26.65,26.45,415000000000.00,1105975000000.00,29427516007.00,53300217028.00,101620952728.00,23448282599.00,0.00,144533385044.00,11295172780.00,136392956109.00,0.99,5771076923.00,211815.38
815.00,2020/4/0/0,,TNI,3.10,4.03,525000000000.00,162750000000.00,1174208334.00,524656385935.00,534130820033.00,7563794152.00,6300000000.00,702889264340.00,207746066211.00,359210008107.00,1.30,6227000000.00,1782553.85
816.00,2020/4/0/0,,TPC,10.45,8.60,244305960000.00,255299728200.00,3285525112.00,227603392837.00,246411647507.00,42201969062.00,135200000000.00,108959550349.00,179628103897.00,361915971054.00,0.82,107461538.00,10353.85
817.00,2020/4/0/0,,TRA,64.50,69.00,414536730000.00,2673761908500.00,75313693628.00,266980592879.00,602028724736.00,308893810924.00,107494269891.00,185987872054.00,351803505794.00,437916854147.00,1.07,1432384615.00,22046.15
818.00,2020/4/0/0,,TRC,35.00,36.00,300000000000.00,1050000000000.00,47050577965.00,109440766109.00,149822606294.00,153139877033.00,0.00,183854121735.00,48770982378.00,147484372436.00,1.03,178461538.00,4623.08
819.00,2020/4/0/0,,TSC,3.50,11.10,1476480840000.00,516768294000.00,1294455378.00,21683931160.00,131077822630.00,17626261994.00,797025411673.00,71828603696.00,46129725615.00,149117533231.00,3.17,6689692308.00,1729946.15
820.00,2020/4/0/0,,TTA,15.10,14.45,1350000000000.00,2038500000000.00,25625966108.00,57753667204.00,148894026784.00,3988057552.00,0.00,95706837884.00,0.00,404759380871.00,0.96,24191769231.00,1574446.15
821.00,2020/4/0/0,,TTB,6.83,6.25,515095830000.00,351810451890.00,7655346241.00,206258508876.00,210917989426.00,66848314835.00,118452340609.00,484519419928.00,83293416540.00,546922649162.00,0.92,12734076923.00,2045292.31
822.00,2020/4/0/0,,TTF,4.70,7.29,3111983020000.00,1462632019400.00,-29421967321.00,375537214946.00,407659759643.00,76460547390.00,3670000000.00,386697532753.00,780657474759.00,2116332765313.00,1.55,29762692308.00,5521407.69
823.00,2020/4/0/0,,TV2,51.90,52.40,360149520000.00,1869176008800.00,116508387000.00,1046735859769.00,1277827832513.00,302027563394.00,643700000000.00,1570012606432.00,162896911682.00,1764315905122.00,1.01,5971000000.00,115238.46
824.00,2020/4/0/0,,TVT,22.80,27.50,210000000000.00,478800000000.00,19016732986.00,353200645255.00,408625979268.00,224145897135.00,245000000000.00,292026691559.00,244273759595.00,954612397983.00,1.21,155384615.00,6284.62
825.00,2020/4/0/0,,TYA,15.10,16.40,306899450637.00,463418170461.87,24829295696.00,478477971143.00,527733474202.00,133170546227.00,115695000000.00,331030432474.00,232365876577.00,446101577049.00,1.09,599384615.00,38669.23
826.00,2020/4/0/0,,UDC,6.50,6.60,350000000000.00,227500000000.00,7125047922.00,117977784046.00,145839680661.00,15298944062.00,400000000.00,252752901211.00,285818002078.00,520948017936.00,1.02,254307692.00,36446.15
827.00,2020/4/0/0,,UIC,46.40,54.10,80000000000.00,371200000000.00,13658340993.00,710942194573.00,733850768692.00,58951764931.00,0.00,136155222055.00,94082744167.00,210449494199.00,1.17,492538462.00,10723.08
828.00,2020/4/0/0,,VCF,236.80,247.90,265791350000.00,6293939168000.00,252891051967.00,647251336739.00,949166966290.00,201559823160.00,0.00,1172535183612.00,236715265299.00,628116929272.00,1.05,108615385.00,461.54
829.00,2020/4/0/0,,VCG,47.00,47.00,4417106730000.00,20760401631000.00,261343525548.00,1429336631621.00,1692080970302.00,2035307263799.00,1517884865430.00,7363474482584.00,1879616102171.00,9001342104495.00,1.00,29879692308.00,633892.31
830.00,2020/4/0/0,,VDP,31.95,36.70,127829040000.00,408413782800.00,16828186308.00,189180494734.00,237927284391.00,74108894918.00,190303599550.00,125247786109.00,229914468989.00,317871488042.00,1.15,545769231.00,17292.31
831.00,2020/4/0/0,,VGC,33.00,34.90,4483500000000.00,14795550000000.00,104207888120.00,1776589687640.00,2325269156128.00,1942829293139.00,80875556624.00,1058079608103.00,3600989204945.00,7509017858702.00,1.06,29968769231.00,906984.62
832.00,2020/4/0/0,,VHC,36.15,36.10,1833769560000.00,6629076959400.00,153219422037.00,1717513239026.00,1943692915300.00,40754357119.00,1364500116682.00,1698965042269.00,1498486540527.00,1944644951105.00,1.00,53329615385.00,1347976.92
833.00,2020/4/0/0,,VHM,94.70,99.20,33495139000000.00,317198966330000.00,11559552000000.00,14213763000000.00,21512001000000.00,12479392000000.00,3295387000000.00,34023922000000.00,43226901000000.00,101308749000000.00,1.05,280744538462.00,2958984.62
834.00,2020/4/0/0,,VIC,101.00,133.60,34447691000000.00,347921679100000.00,1550974000000.00,30241372000000.00,35821395000000.00,28175943000000.00,11763511000000.00,55764939000000.00,57224825000000.00,174675122000000.00,1.32,142454153846.00,1390023.08
835.00,2020/4/0/0,,VID,11.00,11.55,308800700000.00,339680770000.00,12775440870.00,358142907322.00,386463039738.00,50979960340.00,65798807671.00,223527558544.00,83085932644.00,420848570806.00,1.05,276230769.00,27846.15
836.00,2020/4/0/0,,VIP,8.19,8.18,684709410000.00,560777006790.00,-13096426286.00,130834829383.00,127685423308.00,129883313714.00,120000000000.00,76343668585.00,95880390785.00,164214734226.00,1.00,8122153846.00,838553.85
837.00,2020/4/0/0,,VNE,5.65,6.62,904329530000.00,510946184450.00,12333089894.00,756269783783.00,791076585861.00,119300893607.00,14192884339.00,817479341952.00,168074818340.00,1086108565974.00,1.17,1389230769.00,241053.85
838.00,2020/4/0/0,,VNG,12.80,12.90,972766080000.00,1245140582400.00,-23115411040.00,75066503563.00,106340323519.00,105050734848.00,293515.00,408304110999.00,8298144689.00,455024421470.00,1.01,1942384615.00,147930.77
839.00,2020/4/0/0,,VNL,17.90,21.20,90000000000.00,161100000000.00,3068129611.00,314932271204.00,325368780985.00,66443291046.00,1088500000.00,222418061160.00,0.00,137472423803.00,1.18,101000000.00,5484.62
840.00,2020/4/0/0,,VNM,105.30,91.60,20899554450000.00,220072308358500.00,11235732234125.00,31967662837839.00,59636286225547.00,2111242815581.00,17313679774893.00,5187253172150.00,4905068613616.00,14212646285475.00,0.87,314791384615.00,2985053.85
841.00,2020/4/0/0,,VOS,3.37,3.72,1400000000000.00,471800000000.00,-187258068185.00,1310986104537.00,1277269952129.00,53009600464.00,86500000000.00,578620411136.00,75028554197.00,911949821618.00,1.10,8167692308.00,1951700.00
842.00,2020/4/0/0,,VPD,14.35,14.80,1065896290000.00,1529561176150.00,33902857146.00,76568706917.00,146075452260.00,39862549908.00,0.00,115875170131.00,1009092306.00,227109686456.00,1.03,415230769.00,28700.00
843.00,2020/4/0/0,,VPG,20.40,33.30,391998140000.00,799676205600.00,60692787819.00,737456635241.00,870421687638.00,246449572871.00,10149776329.00,756325504650.00,345685090570.00,1032986539326.00,1.63,12996076923.00,680592.31
844.00,2020/4/0/0,,VPH,5.12,5.46,953578000000.00,488231936000.00,1375920907.00,47316888944.00,80012049185.00,4725888524.00,7131688000.00,989082883867.00,791048349697.00,1050191254636.00,1.07,563692308.00,111738.46
845.00,2020/4/0/0,,VPI,33.50,36.00,1999999000000.00,6699996650000.00,215430427105.00,888271820186.00,1239080302227.00,1030551891906.00,4000000000.00,2553084558838.00,1785069207984.00,4045612040605.00,1.07,65531538462.00,1828230.77
846.00,2020/4/0/0,,VPS,16.05,17.50,244607920000.00,392595711600.00,6687505391.00,111830275787.00,163818448040.00,105998414772.00,0.00,128121398941.00,129073489495.00,167830680542.00,1.09,827307692.00,53307.69
847.00,2020/4/0/0,,VRC,9.51,8.61,500000000000.00,475500000000.00,178483896.00,13264500.00,564230550.00,12481038044.00,0.00,27043216307.00,1159438360415.00,323065892157.00,0.91,6728000000.00,645984.62
848.00,2020/4/0/0,,VRE,30.90,31.30,23288184000000.00,71960488560000.00,974551000000.00,1680924000000.00,3252725000000.00,3050907000000.00,1894314000000.00,1532703000000.00,519889000000.00,3490911000000.00,1.01,218224000000.00,6451661.54
