,YEAR,FOMULA,COMPANY,PRICE,BAN,VOLUME,MARKET CAP,EARNINGS,COGS,SALES,CASH,INVESTMENTS,RECEIVABLES,INVENTORY,DEBTS,PROFIT,ValueARG,VolumeARG
4302.00,2017/1/0/0,,PDN,71.50,86.50,123479870000.00,882881070500.00,18280485530.00,77303461240.00,112899710728.00,50632863249.00,0.00,74211274489.00,150486587.00,161159415762.00,1.21,125400000.00,1825.00
4303.00,2017/1/0/0,,PDR,27.25,30.69,2018099710000.00,5499321709750.00,44758979232.00,124087577021.00,204738266104.00,290935367010.00,0.00,644384834714.00,7480592855711.00,1865250043730.00,1.13,12803200000.00,517713.00
4304.00,2017/1/0/0,,PET,10.95,12.00,866001240000.00,948271357800.00,52706997545.00,2134174205940.00,2339273813239.00,1080669229556.00,0.00,1641811520534.00,742299995573.00,3328858750368.00,1.10,1824900000.00,170708.00
4305.00,2017/1/0/0,,PGC,13.50,14.60,603426380000.00,814625613000.00,31165828677.00,583034666095.00,727222341177.00,72423191388.00,767610000000.00,311553228719.00,100154626103.00,1224502925528.00,1.08,1684400000.00,127063.00
4306.00,2017/1/0/0,,PGD,45.50,47.50,899990250000.00,4094955637500.00,30631435625.00,1316176199488.00,1479215715959.00,1309041060434.00,0.00,573072747102.00,23407070395.00,1271408225303.00,1.04,5877300000.00,130245.00
4307.00,2017/1/0/0,,PHR,26.10,40.60,813000000000.00,2121930000000.00,66973733170.00,355658069087.00,412308892642.00,271801198560.00,375416975007.00,240570604843.00,165404982439.00,1059155996211.00,1.56,8965000000.00,350075.00
4308.00,2017/1/0/0,,PJT,12.00,14.25,108172380000.00,129806856000.00,8770935724.00,100586670596.00,117326455261.00,19503556987.00,0.00,35399486227.00,22185140032.00,90577920615.00,1.19,119200000.00,10112.00
4309.00,2017/1/0/0,,PLX,47.50,66.22,12938780810000.00,61459208847500.00,1106114166137.00,32618732537220.00,35801232181815.00,12106400576347.00,2680943238895.00,8301006870522.00,11598848880412.00,31251563363421.00,1.39,90831777778.00,1911842.22
4310.00,2017/1/0/0,,PNJ,95.00,105.80,982745770000.00,9336084815000.00,248739097079.00,2580113337664.00,3130971057715.00,126661720400.00,0.00,83361232464.00,2846786698766.00,1784913163739.00,1.11,24530800000.00,279563.00
4311.00,2017/1/0/0,,POM,16.75,15.80,1874499510000.00,3139786679250.00,204707965163.00,2450787377845.00,2738721434736.00,26614405743.00,0.00,2245743770415.00,1206022592547.00,3072919696490.00,0.94,1029400000.00,56955.00
4312.00,2017/1/0/0,,PPC,18.20,23.45,3262350000000.00,5937477000000.00,142162683624.00,1228304855381.00,1475691075476.00,169985989337.00,1100000000000.00,2683774698114.00,768164566289.00,800408999297.00,1.29,952400000.00,54268.00
4313.00,2017/1/0/0,,PTB,124.00,157.00,216005310000.00,2678465844000.00,60447260481.00,781706741743.00,922996410636.00,53777927244.00,43763549000.00,485671452906.00,508533234510.00,1048988935364.00,1.27,4119900000.00,33175.00
4314.00,2017/1/0/0,,PTC,6.20,5.89,179999990000.00,111599993800.00,5049427300.00,7519489751.00,7807142760.00,60886981765.00,261181161884.00,222671662315.00,38919129452.00,250572673148.00,0.95,106400000.00,17370.00
4315.00,2017/1/0/0,,PTL,2.48,3.70,1000000000000.00,248000000000.00,-10872565246.00,6483991482.00,8797173089.00,29119688955.00,5800000000.00,814867421341.00,171621162522.00,635441036947.00,1.49,299400000.00,119472.00
4316.00,2017/1/0/0,,PVD,16.30,14.20,3832661600000.00,6247238408000.00,-214286539168.00,510769530128.00,502992013888.00,2322263646360.00,1615007774190.00,1330768324110.00,803112284070.00,3101621611080.00,0.87,53252700000.00,3121746.00
4317.00,2017/1/0/0,,PVT,12.50,15.40,2814401620000.00,3518002025000.00,126567954933.00,1464683755293.00,1652046740045.00,1947679050236.00,1090919013699.00,1008015573262.00,68768441797.00,2170675358405.00,1.23,5240700000.00,410681.00
4318.00,2017/1/0/0,,PXI,2.82,2.78,300000000000.00,84600000000.00,-11008283392.00,70517527020.00,70398621202.00,48251175455.00,0.00,472005265447.00,551168630792.00,749856113763.00,0.99,117200000.00,40897.00
4319.00,2017/1/0/0,,PXS,9.82,9.89,600000000000.00,589200000000.00,20173849885.00,297562964663.00,343625790471.00,201073071475.00,0.00,806322109079.00,246570823997.00,1132800564721.00,1.01,1349600000.00,135495.00
4320.00,2017/1/0/0,,QBS,6.47,9.78,693299280000.00,448564634160.00,16598226242.00,817112242723.00,861145268876.00,146117672055.00,17000000000.00,851672871543.00,118305074561.00,948406007222.00,1.51,1784300000.00,303512.00
4321.00,2017/1/0/0,,QCG,10.90,24.31,2751293100000.00,2998909479000.00,2411925245.00,243897363113.00,268804965718.00,101145910540.00,16650000000.00,672105412730.00,5892813063023.00,4010353806549.00,2.23,2762900000.00,361763.00
4322.00,2017/1/0/0,,RAL,125.40,121.10,115000000000.00,1442100000000.00,48053133197.00,694848891908.00,878716962409.00,506858728406.00,252820100029.00,412459983397.00,691498270109.00,1418344628385.00,0.97,6004400000.00,49524.00
4323.00,2017/1/0/0,,RDP,16.00,23.51,293360760000.00,469377216000.00,5188138326.00,192976534703.00,220385158447.00,31079304749.00,0.00,279158795124.00,205087232366.00,490830890661.00,1.47,517400000.00,34179.00
4324.00,2017/1/0/0,,REE,30.90,36.70,3100588410000.00,9580818186900.00,348801913911.00,786370145861.00,1088315785314.00,1181695676454.00,569705045595.00,1068245310615.00,1343512992000.00,2941924433056.00,1.19,44002900000.00,1556554.00
4325.00,2017/1/0/0,,ROS,160.10,101.20,4300000000000.00,68843000000000.00,92125009356.00,740174858725.00,854583469510.00,321820346671.00,1546583005291.00,2367152161043.00,685190208975.00,2277426057807.00,0.63,910213500000.00,5654430.00
4326.00,2017/1/0/0,,SAB,199.00,244.90,6412811860000.00,127614956014000.00,1187962620527.00,4972172182922.00,7478133756284.00,4080555612429.00,2565521174216.00,885463917520.00,2205438526626.00,5010257893644.00,1.23,5114500000.00,25578.00
4327.00,2017/1/0/0,,SAM,9.45,9.96,1802353360000.00,1703223925200.00,29063081613.00,390363820590.00,418599576498.00,219731776345.00,233826506123.00,456739455256.00,616836751274.00,1095022887469.00,1.05,4945000000.00,524128.00
4328.00,2017/1/0/0,,SAV,11.60,12.60,115513440000.00,133995590400.00,2732135817.00,113390391175.00,127597957139.00,14817562375.00,20000000000.00,76594434581.00,91389997997.00,219083457247.00,1.09,150700000.00,13292.00
4329.00,2017/1/0/0,,SBA,13.90,16.90,604882610000.00,840786827900.00,36099845565.00,24631519877.00,83049311865.00,17766735937.00,0.00,73418715838.00,2838697765.00,100619474118.00,1.22,668100000.00,49614.00
4330.00,2017/1/0/0,,SBT,25.50,41.50,5570186730000.00,14203976161500.00,88385181870.00,1361469022336.00,1562024695242.00,787487908845.00,751700266037.00,6374412283996.00,2982542379418.00,9102366018619.00,1.63,52116700000.00,2007252.00
4331.00,2017/1/0/0,,SC5,32.00,29.30,149845500000.00,479505600000.00,9514206107.00,179585113561.00,200989093073.00,349205533559.00,23828518510.00,459546676916.00,1026367663011.00,1400649746796.00,0.92,865200000.00,30480.00
4332.00,2017/1/0/0,,SCD,41.50,43.45,85000000000.00,352750000000.00,3124245014.00,68726081847.00,98409922971.00,59716304140.00,82000000000.00,53230980020.00,16351516033.00,46679085559.00,1.05,170900000.00,4065.00
4333.00,2017/1/0/0,,SCR,9.84,11.70,2279206200000.00,2242738900800.00,6317331557.00,205242687121.00,276000760104.00,195661069505.00,112952962042.00,2606259228680.00,3692049406196.00,3908009135494.00,1.19,45491400000.00,5212901.00
4334.00,2017/1/0/0,,SGN,178.90,181.50,200000000000.00,3578000000000.00,60540354148.00,172695757807.00,263974041597.00,152132201667.00,0.00,206929407736.00,6158309644.00,277491325365.00,1.01,553443400.00,3118.40
4335.00,2017/1/0/0,,KSB,45.30,53.10,234000000000.00,1060020000000.00,61035903248.00,134783219407.00,240582358695.00,188138677902.00,0.00,213309122436.00,43692350386.00,109477749845.00,1.17,21704800000.00,506588.00
4336.00,2017/1/0/0,,SHA,9.40,9.38,201600000000.00,189504000000.00,8204405012.00,201732011155.00,228611855392.00,71669238010.00,0.00,216122813550.00,153207915400.00,264384154914.00,1.00,3427700000.00,370855.00
4337.00,2017/1/0/0,,SHI,8.08,8.83,611895030000.00,494411184240.00,32197024121.00,554888062450.00,684687098834.00,54660823170.00,4000000000.00,972839157375.00,948758601114.00,1577703580905.00,1.09,3366200000.00,420500.00
4338.00,2017/1/0/0,,SHP,19.80,23.50,937102000000.00,1855461960000.00,-12143476884.00,60866065179.00,76483165780.00,74337162009.00,3821364689.00,69591326114.00,1671102546.00,243692233008.00,1.19,368000000.00,18584.00
4339.00,2017/1/0/0,,SJD,29.80,22.80,459991500000.00,1370774670000.00,24581433636.00,29031874860.00,65960829751.00,36789413587.00,100000000000.00,363130712752.00,6708744101.00,62153912727.00,0.77,1258500000.00,42611.00
4340.00,2017/1/0/0,,SJS,29.05,28.60,1000000000000.00,2905000000000.00,2031991706.00,8555613048.00,10324326763.00,129385248569.00,28856484418.00,860942387169.00,2766586789948.00,2500949747066.00,0.98,6556500000.00,233029.00
4341.00,2017/1/0/0,,SKG,69.20,64.21,342712420000.00,2371569946400.00,44230390232.00,34799321841.00,89695378140.00,8149917197.00,351100000000.00,41658300306.00,11063340974.00,10273367109.00,0.93,2708600000.00,38388.00
4342.00,2017/1/0/0,,SMC,21.40,20.50,295183610000.00,631692925400.00,109750916316.00,2597610582554.00,2821485999678.00,259191512261.00,728186810121.00,1442859942515.00,1483498506667.00,3855863683477.00,0.96,2613200000.00,121163.00
4343.00,2017/1/0/0,,SRC,16.50,15.75,280657650000.00,463085122500.00,12568739878.00,169210096511.00,211147618390.00,43341369154.00,0.00,122251789122.00,256296997692.00,202466211721.00,0.95,1039800000.00,61834.00
4344.00,2017/1/0/0,,SRF,27.10,20.40,243749160000.00,660560223600.00,6678172284.00,148435833767.00,167107670307.00,127844167269.00,218500000000.00,406937048810.00,238031829565.00,836718543375.00,0.75,224700000.00,8020.00
4345.00,2017/1/0/0,,SSC,62.50,60.00,149923670000.00,937022937500.00,8124718771.00,79803521661.00,99830220820.00,45398422729.00,0.00,108002830906.00,156701270380.00,65237536711.00,0.96,464000000.00,7683.00
4346.00,2017/1/0/0,,STG,29.20,23.10,854378790000.00,2494786066800.00,453987439023.00,246055457695.00,320469036845.00,685734898204.00,669448902081.00,290820109641.00,24512612355.00,455123324410.00,0.79,11815100000.00,403125.00
4347.00,2017/1/0/0,,SVC,55.00,52.90,249955730000.00,1374756515000.00,39110796296.00,2978979565900.00,3149750316859.00,143745718325.00,46390445855.00,452034296971.00,809717956819.00,1420313384868.00,0.96,5700600000.00,110983.00
4348.00,2017/1/0/0,,SZL,35.50,40.50,200000000000.00,710000000000.00,19626394310.00,44612664651.00,69191926237.00,168254742769.00,443850000000.00,55801707297.00,82998570596.00,81250074885.00,1.14,846300000.00,24022.00
4349.00,2017/1/0/0,,TCL,31.85,28.30,209438930000.00,667062992050.00,18139374239.00,155051386747.00,189960045795.00,95132814959.00,6000000000.00,224005657201.00,3578859686.00,175466196862.00,0.89,107500000.00,3619.00
4350.00,2017/1/0/0,,TCM,25.85,31.37,491999510000.00,1271818733350.00,47814578548.00,645103753342.00,775703377190.00,108725833395.00,34000000000.00,579215945017.00,625070314811.00,1491889606582.00,1.21,17102800000.00,704415.00
4351.00,2017/1/0/0,,TCR,3.71,3.85,454328360000.00,168555821560.00,-31454537448.00,247052999392.00,274358282188.00,139029099615.00,11000000000.00,146124162322.00,469679411930.00,627352787135.00,1.04,192900000.00,50333.00
4352.00,2017/1/0/0,,TCT,55.30,51.80,127880000000.00,707176400000.00,60946601551.00,7469096385.00,99887570079.00,30591940703.00,165108000000.00,17821748650.00,4181720742.00,28190155843.00,0.94,330700000.00,5898.00
4353.00,2017/1/0/0,,TDC,7.91,7.18,1000000000000.00,791000000000.00,-13763137666.00,144472528699.00,178523870034.00,32930116047.00,4893028550.00,844780321723.00,4386585617826.00,3521591026510.00,0.91,1752600000.00,240417.00
4354.00,2017/1/0/0,,TDH,16.00,15.30,709883810000.00,1135814096000.00,41495520614.00,204505358513.00,243926589106.00,178491383105.00,61791983000.00,806384874787.00,268533075595.00,734730234978.00,0.96,18394200000.00,1274781.00
4355.00,2017/1/0/0,,TEG,8.70,8.16,150000000000.00,130500000000.00,5072093538.00,26751835151.00,29260882214.00,6460956666.00,0.00,95402739668.00,0.00,27484650991.00,0.94,1407918000.00,196460.00
4356.00,2017/1/0/0,,THG,55.20,53.30,119999070000.00,662394866400.00,24849710528.00,113098173461.00,171323273066.00,108256034309.00,39881381015.00,182853152941.00,139785339511.00,375329014938.00,0.97,1491300000.00,27547.00
4357.00,2017/1/0/0,,TIP,16.45,16.00,260031430000.00,427751702350.00,8995260946.00,14019450299.00,28032653728.00,131090495874.00,0.00,51377443280.00,152676208071.00,95933229262.00,0.97,101900000.00,6325.00
4358.00,2017/1/0/0,,TLG,104.90,107.10,383126720000.00,4018999292800.00,54440301437.00,338837164243.00,536465337194.00,383939114939.00,0.00,167227232281.00,434796725180.00,352214880764.00,1.02,165500000.00,1628.00
4359.00,2017/1/0/0,,TLH,12.60,12.65,846455640000.00,1066534106400.00,112954487280.00,887974783392.00,1048737066844.00,220666611641.00,13664071338.00,415321795282.00,1343761665482.00,1298043121824.00,1.00,7942900000.00,617565.00
4360.00,2017/1/0/0,,TMS,57.00,66.80,345643420000.00,1970167494000.00,50390878540.00,120846624717.00,177785122360.00,99907738712.00,51304244753.00,133351062134.00,5500732556.00,204128577718.00,1.17,400800000.00,7232.00
4361.00,2017/1/0/0,,TMT,12.00,11.90,372876800000.00,447452160000.00,-11777594220.00,536589325797.00,569873218511.00,13859039138.00,350000000.00,130519329085.00,1451084850482.00,1482646901882.00,0.99,812400000.00,66944.00
4362.00,2017/1/0/0,,TNA,55.60,53.14,101047770000.00,561825601200.00,39410189047.00,843338505949.00,928850212647.00,38221812578.00,0.00,101599175068.00,915460924306.00,831373449995.00,0.96,1056000000.00,18566.00
4363.00,2017/1/0/0,,TNT,2.56,5.03,255000000000.00,65280000000.00,1636119467.00,22504428000.00,25158763000.00,7135753661.00,0.00,140653013689.00,1075732846.00,124027395481.00,1.96,535000000.00,205293.00
4364.00,2017/1/0/0,,TRA,123.50,120.00,345455160000.00,4266371226000.00,50314227378.00,183199995487.00,402048648269.00,51459595774.00,10600000000.00,445038910215.00,338692232525.00,445439017167.00,0.97,1709500000.00,14139.00
4365.00,2017/1/0/0,,TRC,29.25,29.80,300000000000.00,877500000000.00,34465312996.00,64056183989.00,85813335530.00,109287619909.00,0.00,181411209616.00,61683613653.00,110332211261.00,1.02,1827800000.00,62738.00
4366.00,2017/1/0/0,,TSC,3.61,5.07,1476480840000.00,533009583240.00,-8222775027.00,198484709169.00,236562481613.00,78359203418.00,319137557000.00,175596295668.00,104007008488.00,283187586385.00,1.40,4232200000.00,1391411.00
4367.00,2017/1/0/0,,TTB,7.30,10.40,387000000000.00,282510000000.00,8743202131.00,74765576974.00,89712285947.00,32313646118.00,10000000000.00,220671041837.00,84863561174.00,100861052699.00,1.42,2622398000.00,374292.50
4368.00,2017/1/0/0,,TTF,8.13,7.54,1446078400000.00,1175661739200.00,-16726308521.00,154823861474.00,212630415749.00,74314904015.00,470862099.00,800854647137.00,1752285668490.00,3343390320602.00,0.93,3041700000.00,428699.00
4369.00,2017/1/0/0,,TV2,213.00,172.81,50987640000.00,1086036732000.00,8358253019.00,331661627054.00,354088084679.00,24070581087.00,381173000000.00,378053190587.00,471217242863.00,944624064122.00,0.81,2241117240.00,10175.70
4370.00,2017/1/0/0,,TYA,10.90,12.30,306899450637.00,334520401194.33,12465178594.00,305471439807.00,333169092085.00,197767598103.00,40000000000.00,256117774935.00,199785258988.00,371141805548.00,1.13,222500000.00,20524.00
4371.00,2017/1/0/0,,UIC,34.75,35.40,80000000000.00,278000000000.00,25256378016.00,481011935388.00,497046590122.00,14537974991.00,0.00,142799746590.00,123385724296.00,162901592436.00,1.02,961900000.00,29573.00
4372.00,2017/1/0/0,,VCG,15.70,21.20,4417106730000.00,6934857566100.00,147780323390.00,1750267191304.00,2041079887162.00,1677717000304.00,1044700329596.00,4999640898279.00,3788614117871.00,9585779203825.00,1.35,22464910910.00,1482927.90
4373.00,2017/1/0/0,,VFG,74.00,71.89,182854360000.00,1353122264000.00,25720383436.00,362869402164.00,472728129683.00,224957019926.00,0.00,452321476875.00,446183939735.00,659644187098.00,0.97,720100000.00,9700.00
4374.00,2017/1/0/0,,VGC,15.00,19.50,3070000000000.00,4605000000000.00,198598636246.00,1523477508962.00,2028646789342.00,868911211415.00,10000000000.00,1424542719073.00,2904778153339.00,4344522434698.00,1.30,3365052920.00,216260.80
4375.00,2017/1/0/0,,VHC,53.00,51.00,924039430000.00,4897408979000.00,96481981976.00,1386722692763.00,1616838970719.00,380583926958.00,275191322.00,896457038776.00,1517081069112.00,1870476145459.00,0.96,1423900000.00,26549.00
4376.00,2017/1/0/0,,VIC,40.40,44.40,26377079540000.00,106563401341600.00,593004182390.00,10218418653604.00,15791343082742.00,13699824350754.00,196569832758.00,17638753957935.00,50759812010281.00,102353099612649.00,1.10,23216800000.00,572051.00
4377.00,2017/1/0/0,,VID,8.78,9.65,255227670000.00,224089894260.00,96903393622.00,98520770684.00,96893323433.00,13396981923.00,150500000000.00,241310168094.00,17817585952.00,192039820934.00,1.10,709200000.00,87707.00
4378.00,2017/1/0/0,,VIP,7.00,7.50,684709410000.00,479296587000.00,14218150286.00,138950783308.00,178349234347.00,87242691077.00,0.00,94342955158.00,87268304990.00,183341128762.00,1.07,1063200000.00,152996.00
4379.00,2017/1/0/0,,VIS,23.90,21.95,492202620000.00,1176364261800.00,32076535662.00,1415581882577.00,1491699244900.00,52526721587.00,0.00,1382820253506.00,651777042626.00,2050167234507.00,0.92,1472800000.00,62429.00
4380.00,2017/1/0/0,,VJC,129.60,127.70,3223880600000.00,41781492576000.00,376449853420.00,4335961311990.00,5106695828510.00,2793605166127.00,1400000000.00,9275994338655.00,151468411944.00,11917668308999.00,0.99,30576900000.00,236339.00
4381.00,2017/1/0/0,,VNE,8.90,8.80,904329530000.00,804853281700.00,4088302328.00,113760659062.00,137278020421.00,43378603869.00,501926400.00,879875297812.00,76956565152.00,631781474930.00,0.99,692000000.00,80796.00
4382.00,2017/1/0/0,,VNG,11.10,12.10,752050000000.00,834775500000.00,1583842396.00,47283103176.00,58841817537.00,631690070874.00,50626000000.00,102813150014.00,1784578152.00,195936114220.00,1.09,1044300000.00,97612.00
4383.00,2017/1/0/0,,VNM,145.90,151.10,14514534290000.00,211767055291100.00,2935005433958.00,6230237376368.00,12049368692438.00,2216760721249.00,10320085979619.00,3607663053640.00,3921381723837.00,5534019542094.00,1.04,105096300000.00,718428.00
4384.00,2017/1/0/0,,VNS,21.50,19.80,678591920000.00,1458972628000.00,55093442879.00,944167668750.00,1093235876431.00,125538107163.00,0.00,119268786553.00,13686344620.00,649373884377.00,0.92,2760400000.00,127300.00
4385.00,2017/1/0/0,,VPD,11.40,15.00,1024930980000.00,1168421317200.00,7057829550.00,59179210691.00,101060751854.00,28116010499.00,0.00,139047400120.00,2301035813.00,338878622424.00,1.32,250471980.00,21374.10
4386.00,2017/1/0/0,,VPH,12.20,11.45,529830840000.00,646393624800.00,6593792697.00,3189516324.00,20941195865.00,14583318578.00,131753500.00,649033583328.00,993582035329.00,873304610335.00,0.94,4187700000.00,387876.00
4387.00,2017/1/0/0,,VRC,24.80,29.00,145047620000.00,359718097600.00,26834932.00,1002802119.00,1184694126.00,22650080915.00,49829400839.00,10785772172.00,6267798540.00,74440202686.00,1.17,5224300000.00,227762.00
4388.00,2017/1/0/0,,VSC,57.00,56.50,455571420000.00,2596757094000.00,48286501448.00,184381047832.00,269559587908.00,246414251202.00,11341366107.00,272561564753.00,9216242836.00,214627418147.00,0.99,5479500000.00,94978.00
4389.00,2017/1/0/0,,VSH,15.90,19.00,2062412460000.00,3279235811400.00,124314223419.00,56153264305.00,192587965380.00,541967187573.00,275000000000.00,794564644458.00,373337078810.00,266709363384.00,1.19,991700000.00,63832.00
4390.00,2017/1/0/0,,VSI,14.90,16.90,132000000000.00,196680000000.00,3499525314.00,27274020979.00,37425269020.00,56717717559.00,20000000000.00,119628352428.00,30999224597.00,162071864624.00,1.13,144200000.00,9479.00
4391.00,2017/1/0/0,,VTB,15.30,17.70,119820500000.00,183325365000.00,4207436149.00,207308752442.00,230899077692.00,12034501302.00,53987396250.00,316362465977.00,77987535829.00,317300970238.00,1.16,251000000.00,17095.00
4392.00,2017/1/0/0,,VTO,7.83,8.10,798666660000.00,625355994780.00,21211601235.00,285127203932.00,337935905376.00,31788038835.00,0.00,117413054279.00,65283689998.00,407690958414.00,1.03,643800000.00,81721.00
4393.00,2016/4/0/0,,AAA,23.70,28.60,569649880000.00,1350070215600.00,41448548972.00,568748920481.00,667534919901.00,406676809154.00,0.00,455567565640.00,450591281857.00,1140284738375.00,1.21,24289833333.00,1071416.67
4394.00,2016/4/0/0,,ABT,45.00,42.80,141072070000.00,634824315000.00,7691325930.00,75488731265.00,84959600484.00,222699489347.00,217151855.00,51986751333.00,110740513226.00,229103990833.00,0.95,139500000.00,3161.67
4395.00,2016/4/0/0,,ADS,21.30,22.90,168734810000.00,359405145300.00,14360121045.00,274632498116.00,308751634068.00,37451179476.00,306289753825.00,217810673868.00,199554019272.00,850990541431.00,1.08,3668333333.00,166688.33
4396.00,2016/4/0/0,,AMD,14.55,13.30,623999360000.00,907919068800.00,10597486116.00,366248965142.00,390770675008.00,53213601945.00,2748248663.00,588223305650.00,148479664065.00,512835489804.00,0.91,4036333333.00,274861.67
4397.00,2016/4/0/0,,ANV,5.00,8.29,660000000000.00,330000000000.00,2776825691.00,668068324888.00,756943544837.00,21796050462.00,900000000.00,650120764371.00,1195089723644.00,1486104952242.00,1.66,116000000.00,26145.00
4398.00,2016/4/0/0,,APC,22.45,24.30,120204000000.00,269857980000.00,12251571193.00,14097384542.00,35818041194.00,17089641717.00,0.00,24755793209.00,66363574.00,16597378743.00,1.08,1189000000.00,55753.33
4399.00,2016/4/0/0,,ASM,15.30,15.40,2199398670000.00,3365079965100.00,13842926703.00,701642459617.00,801402606536.00,568632617707.00,11500000000.00,1393348638518.00,1239914229954.00,1705401524608.00,1.01,28769666667.00,1924438.33
4400.00,2016/4/0/0,,BCE,6.31,6.50,300000000000.00,189300000000.00,4381538751.00,462153682075.00,470137911348.00,10960197052.00,0.00,646191327224.00,594814220832.00,578829461785.00,1.03,397666667.00,62376.67
4401.00,2016/4/0/0,,BCG,5.09,5.96,1080057600000.00,549749318400.00,16584339469.00,586265640237.00,658176636527.00,55240596891.00,690275209691.00,805978322960.00,136981652704.00,631913132326.00,1.17,1387166667.00,273630.00
4402.00,2016/4/0/0,,BFC,33.70,35.50,571679930000.00,1926561364100.00,94636888121.00,1208367398288.00,1450208241963.00,393261788018.00,11500000000.00,603777783130.00,1564829362911.00,2147230020870.00,1.05,4433166667.00,138738.33
4403.00,2016/4/0/0,,BHN,120.00,83.70,2318000000000.00,27816000000000.00,200540980652.00,1887092024871.00,2398664101331.00,1374164676945.00,1533100000000.00,646570548557.00,263963707501.00,1311231810191.00,0.70,2506500000.00,18621.67
4404.00,2016/4/0/0,,BMP,194.50,185.00,454784800000.00,8845564360000.00,82987901070.00,631588607153.00,830102554545.00,434983548874.00,460000000000.00,805359296123.00,471567623301.00,501752863627.00,0.95,8815166667.00,45851.67
4405.00,2016/4/0/0,,BTP,13.40,13.10,604856000000.00,810507040000.00,73614130884.00,381040872237.00,419944426403.00,216843435731.00,620500000000.00,300717229874.00,149737524095.00,202912887605.00,0.98,115000000.00,8285.00
4406.00,2016/4/0/0,,C32,44.90,46.10,112000000000.00,502880000000.00,22150321564.00,119477069959.00,154101656479.00,26696985962.00,150917522400.00,137383904733.00,57066711067.00,151482339430.00,1.03,8497833333.00,181350.00
4407.00,2016/4/0/0,,CAV,56.50,60.50,288000000000.00,1627200000000.00,44868478815.00,1294407400011.00,1433889720946.00,112969959294.00,30047794267.00,663318592095.00,659399026874.00,1343714898655.00,1.07,1093500000.00,19488.33
4408.00,2016/4/0/0,,CDC,12.40,13.80,157064060000.00,194759434400.00,5289405339.00,88792876356.00,92540421906.00,18408726817.00,864668900.00,171302997436.00,440968970441.00,382376811880.00,1.11,925000000.00,73178.33
4409.00,2016/4/0/0,,CHP,21.90,23.60,1259995110000.00,2759389290900.00,233017644441.00,84942426024.00,359003254981.00,194158296828.00,0.00,276167744916.00,7717139062.00,295976999007.00,1.08,193333333.00,9040.00
4410.00,2016/4/0/0,,CII,30.95,38.55,2748282370000.00,8505933935150.00,93795690108.00,298743487136.00,379295943323.00,744284929972.00,15781111111.00,1907444424929.00,111346327297.00,1941631997348.00,1.25,16054000000.00,522401.67
4411.00,2016/4/0/0,,CLC,55.90,61.20,131038300000.00,732504097000.00,35534694866.00,424112693705.00,508146229247.00,19612344505.00,0.00,176155491103.00,466824334728.00,403553653958.00,1.09,1606000000.00,29138.33
4412.00,2016/4/0/0,,CMX,4.00,3.63,132212340000.00,52884936000.00,-60576043001.00,211615216056.00,183562382898.00,10015155858.00,0.00,79475206445.00,318207332525.00,647298961225.00,0.91,352833333.00,88648.33
4413.00,2016/4/0/0,,CNG,38.60,35.20,270000000000.00,1042200000000.00,27302205381.00,165400185586.00,224400236293.00,342673472949.00,0.00,106069742632.00,42038312846.00,157677078275.00,0.91,306000000.00,7976.67
4414.00,2016/4/0/0,,CSM,20.75,17.65,1036264670000.00,2150249190250.00,80981841911.00,832491381368.00,1007923708228.00,30960218219.00,0.00,629615034878.00,982372106419.00,1295226676642.00,0.85,2570166667.00,126553.33
4415.00,2016/4/0/0,,CSV,29.25,28.50,442000000000.00,1292850000000.00,42639145099.00,245775163970.00,336752883586.00,483083735355.00,0.00,195490815801.00,207601830576.00,297374822695.00,0.97,2409500000.00,83681.67
4416.00,2016/4/0/0,,CTD,191.00,202.20,770500000000.00,14716550000000.00,459557317833.00,6712127107177.00,7321030114937.00,1996627577169.00,2675000000000.00,3483690579494.00,1240877076159.00,5495345478733.00,1.06,35556666667.00,187685.00
4417.00,2016/4/0/0,,CTI,26.25,29.40,429999970000.00,1128749921250.00,32803693887.00,121576496908.00,237648785147.00,253804632311.00,19111576980.00,112061147454.00,68157907936.00,555368557966.00,1.12,9108000000.00,357126.67
4418.00,2016/4/0/0,,CVT,45.30,49.80,191999680000.00,869758550400.00,64398644568.00,258779328875.00,360847792141.00,150992021297.00,0.00,12725299041.00,298596787624.00,358210167327.00,1.10,20125403500.00,463474.67
4419.00,2016/4/0/0,,D2D,34.60,39.40,107000000000.00,370220000000.00,17987765388.00,157437083969.00,187809980580.00,436370887524.00,26500000000.00,110343707101.00,427949166515.00,423334158778.00,1.14,253000000.00,7408.33
4420.00,2016/4/0/0,,DAG,13.00,13.95,398900000000.00,518570000000.00,10966746958.00,340049967636.00,372858265759.00,36581518535.00,0.00,266814095577.00,452031550806.00,393140520159.00,1.07,977333333.00,74881.67
4421.00,2016/4/0/0,,DAH,7.00,7.15,342000000000.00,239400000000.00,11105437399.00,44806889934.00,68360971277.00,2879079713.00,0.00,38279533667.00,5933548179.00,88924865975.00,1.02,3949166667.00,527215.00
4422.00,2016/4/0/0,,DBC,32.90,29.59,752899590000.00,2477039651100.00,59438932524.00,1611136563230.00,1808678582401.00,279750579921.00,369523819498.00,595261641829.00,1937658395282.00,2629726611851.00,0.90,2602464900.00,78346.17
4423.00,2016/4/0/0,,DBD,41.50,39.00,523790000000.00,2173728500000.00,36447036045.00,266300169507.00,384850591554.00,259939722505.00,149712393300.00,370420183105.00,230873735042.00,611478712668.00,0.94,1121792917.00,28218.17
