,Time,FOMULA,COMPANY,PRICE,BAN,VOLUME,MARKET CAP,EARNINGS,COGS,SALES,CASH,INVESTMENTS,RECEIVABLES,INVENTORY,DEBTS
9202,2013/2/0/0,0.1616149271691356,CLC,21.7,25.8,131038300000,2568350680000.0,19534120123.0,378113938859.0,415083808093,24893096349,0,168408565499.0,255550350648.0,272593158159
9203,2013/2/0/0,0.02468576005140469,CLG,-1.0,-1.0,211500000000,3637800000000.0,22391777335.0,72454085674.0,89801857915,1132997715,146190000000,299285956930.0,37892214036.0,362547216906
9204,2013/2/0/0,0.122969482376212,CLW,12.1,13.0,130000000000,1547000000000.0,1429587754.0,182341335418.0,190233789236,19979097272,39720092884,21200577999.0,9127958717.0,153925397625
9205,2013/2/0/0,0.2375329071770426,CMG,3.6,3.9,673419530000,2895703979000.0,6481516804.0,590051108689.0,687824984456,56250966338,20617438311,519314365972.0,137999966531.0,747484736176
9206,2013/2/0/0,0.7026517671529667,CMV,13.1,12.8,121039120000,1512989000000.0,4253944796.0,1033448207386.0,1063104394533,65726718999,0,86839027303.0,206055107412.0,313378169162
9207,2013/2/0/0,1686.225580254713,CMX,5.0,5.0,13221234,87260144.39999999,1133546539.0,252001813472.0,147140287624,2297858729,0,61798831145.0,303347616561.0,552732183969
9208,2013/2/0/0,0.03159909728529895,CNG,34.9,31.5,270000000000,7911000000000.0,37872891464.0,193897145302.0,249980458624,192588487112,7000000000,147730123096.0,21274762375.0,179984726732
9209,2013/2/0/0,0.3820712299682293,COM,22.9,23.3,141206280000,3403071348000.0,6904014375.0,1255165366452.0,1300215655600,41346220937,30344832200,58533484858.0,126439196694.0,167800226098
9210,2013/2/0/0,0.03171808240579493,CSM,36.0,34.7,672932050000,26042470335000.0,99953010441.0,606855681183.0,826017220136,36179984295,57850000000,546816427433.0,611351357379.0,580988631674
9211,2013/2/0/0,0.08561108778034436,CTD,37.8,42.5,422000000000,15065400000000.0,84446822947.0,1178934290131.0,1289765281846,539382043524,926211320000,1798016835891.0,409600663246.0,1876477472837
9212,2013/2/0/0,0.08011329224988263,CTI,6.6,7.3,329999970000,2111999808000.0,561879520.0,140687590802.0,169199257850,13984888414,0,171350522208.0,160434083702.0,366542495374
9213,2013/2/0/0,0.07579504306291011,CVT,9.1,8.3,191999968000,1747199708800.0,5430737748.0,111136594346.0,132429077168,28824559722,0,31509261585.0,165837428995.0,277258997334
9214,2013/2/0/0,0.03577458574411106,D2D,17.5,19.0,107000000000,1829700000000.0,13566770130.0,39562167782.0,65456759536,171108078859,12000000000,138624023426.0,397205890307.0,265405688290
9215,2013/2/0/0,0.1363731729316017,DAG,12.0,11.9,137500000000,1732500000000.0,7569882395.0,210259547817.0,236266522104,10830550013,0,173997508066.0,303515296325.0,395650786991
9216,2013/2/0/0,0.09239588877414884,DBC,17.5,17.5,627419230000,11920965370000.0,20202747988.0,1009468841860.0,1101448190407,459463243538,10000000000,507965948272.0,1570741066893.0,1731802734462
9217,2013/2/0/0,0.08818522733777515,DBT,24.0,27.0,69998950000,1574976375000.0,0.0,113314810747.0,138889649681,12768394178,847100000,118394955296.0,113845242974.0,220181339644
9218,2013/2/0/0,0.1706308251409388,DC4,7.2,6.1,52498460000,367489220000.0,1629554054.0,58227077595.0,62704988839,1292827806,763230000,46544827182.0,164045190562.0,167245798095
9219,2013/2/0/0,0.1269065026219664,DCL,22.1,23.7,99136920000,1378003188000.0,14107376988.0,117674240214.0,174877565191,7285258345,0,239745659537.0,172413991239.0,372304720261
9220,2013/2/0/0,0.02685569858802286,DHA,7.6,7.7,151199460000,1330555248000.0,-1137793305.0,36561490039.0,35732990695,9209016925,22632068534,53560820502.0,,40293338850
9221,2013/2/0/0,0.08699003419524332,DHC,7.7,8.3,156899990000,1176749925000.0,1672105011.0,82436665441.0,102365516215,2983453164,0,122830071156.0,49962977637.0,178141799531
9222,2013/2/0/0,0.0102765977557009,DHG,120.0,110.0,871643300000,75832967100000.0,125801681151.0,408470350887.0,779304899508,590348148714,165955000000,615388409064.0,597997793974.0,812515871204
9223,2013/2/0/0,0.03812339073214148,DHM,8.5,8.1,234983700000,2396833740000.0,232298298.0,91138072993.0,91375429190,1904880416,0,94050657820.0,112636634367.0,182055617076
9224,2013/2/0/0,0.004715542144482197,DIG,8.7,11.8,3149436010000,32439190903000.0,11433160714.0,116164126101.0,152968371836,110957650015,0,1090105191362.0,2039710347286.0,1236201787163
9225,2013/2/0/0,0.03110756196557128,DLG,3.8,3.8,1492535080000,6716407860000.0,-1129336666.0,175357677283.0,208931073691,88666974916,291034539554,649131145690.0,303769242410.0,752045118857
9226,2013/2/0/0,0.03790893273310163,DMC,42.0,45.7,267137970000,9269687559000.0,24768192267.0,244620494436.0,351403962131,60223177638,0,273615409117.0,280866250611.0,320020619107
9227,2013/2/0/0,0.02131725118468779,DPM,40.9,41.7,3800000000000,150860000000000.0,899003928449.0,2114411908956.0,3215920513722,5910904501503,336669130366,371571560982.0,1316853871054.0,1449815056689
9228,2013/2/0/0,0.008897662041607685,DPR,39.2,48.0,430000000000,19780000000000.0,86197439288.0,89735588389.0,175995755183,588169686518,256955948460,153157469827.0,276238747330.0,266248820120
9229,2013/2/0/0,0.03672251439895409,DQC,24.3,27.1,314583420000,7078126950000.0,11403730535.0,176705994033.0,259926618839,289339445567,103248562000,787433302919.0,295781451692.0,750069122157
9230,2013/2/0/0,0.02241976049232426,DRC,39.6,39.4,913800030000,34358881128000.0,110651985758.0,573862491342.0,770317885674,115654514819,0,317531310342.0,609955920744.0,741070291547
9231,2013/2/0/0,0.1543283516222165,DRH,1.5,1.9,183997020000,294395232000.0,74363088.0,41553924559.0,45433530880,5204789528,118666707,34859235083.0,,110495509674
9232,2013/2/0/0,0.006192517384842105,DRL,25.0,25.6,95000000000,2375000000000.0,8649338335.0,5002328975.0,14707228789,14652567584,0,13595697097.0,1020754350.0,7395510185
9233,2013/2/0/0,0.008001089643695232,DSN,64.5,59.5,120830090000,7128975310000.0,26276535581.0,19337711447.0,57039570523,145182375042,0,1718544288.0,613710890.0,20731578963
9234,2013/2/0/0,0.009329792446705426,DTA,2.8,2.1,172000000000,619200000000.0,-244983782.0,3247665958.0,5777007483,1579365368,372080000,10246769988.0,124812183881.0,76468283801
9235,2013/2/0/0,0.07817394279264446,DTL,12.7,11.5,614356040000,7802321708000.0,5358541201.0,569161144920.0,609938250851,109102818362,850725000,223580109889.0,1055302150081.0,1343291275094
9236,2013/2/0/0,0.03933785791067734,DTT,7.4,4.8,81518200000,643993780000.0,164322481.0,24377465539.0,25333335813,4156168868,72000,24600154701.0,12908259654.0,21058264309
9237,2013/2/0/0,0.005182589417692307,DVP,74.0,44.0,400000000000,26000000000000.0,57215517043.0,68858335977.0,134747324860,130763574039,121068888889,87401019465.0,11295420682.0,120304878956
9238,2013/2/0/0,0.01423593027651798,DXG,8.1,10.0,1007000000000,9767900000000.0,20651129239.0,65363035003.0,139055143348,120159174593,0,232160745783.0,288101472710.0,436367963119
9239,2013/2/0/0,2.267284725771044,DXV,2.8,3.4,99000000000,297000000000.0,2552893352.0,669811317100.0,673383563554,53100610986,0,129646339286.0,36603446827.0,192999497910
9240,2013/2/0/0,0.005502866703916994,ELC,22.1,17.5,509282430000,11306069946000.0,3297817689.0,62182073637.0,62215795858,167327276257,6259850000,272665562114.0,99083658555.0,272795473725
9241,2013/2/0/0,0.04545864669461477,EMC,5.3,4.0,80730000000,516672000000.0,-4960991180.0,21032270404.0,23487209905,15952006903,0,80090856990.0,145145096957.0,223787408298
9242,2013/2/0/0,0.03184056359974508,EVE,20.1,23.1,279865180000,6408912622000.0,26611872798.0,127501354957.0,204063389946,128482868486,16892500000,166285696169.0,304324347571.0,170125887026
9243,2013/2/0/0,0.02267838283121951,FCM,10.9,8.1,410000000000,5125000000000.0,9902806905.0,79660399628.0,116226712010,32651424319,0,244948106042.0,40681970989.0,155603876564
9244,2013/2/0/0,0.03753814774340246,FCN,20.1,16.6,457228540000,9053125092000.0,36575023358.0,277661132916.0,339837547243,118440924436,0,528215075327.0,162218384849.0,715439244757
9245,2013/2/0/0,0.004799960444452018,FDC,18.0,20.0,276099880000,5383947660000.0,14154455820.0,7840979200.0,25842735803,2046319939,173194433800,29226585669.0,149886716234.0,129504785146
9246,2013/2/0/0,0.009420504370929225,FLC,5.7,4.8,3748938820000,23993208448000.0,17300908123.0,214536715125.0,226028125057,33286103131,724682490000,341687571670.0,4973787087.0,581711634143
9247,2013/2/0/0,0.1967996474486957,FMC,10.7,12.0,200000000000,2300000000000.0,921418020.0,430964524705.0,452639189132,159841259380,0,108990285057.0,215486539913.0,442801978162
9248,2013/2/0/0,0.0253074561992769,FPT,45.2,46.0,3439766000000,144470172000000.0,584298999930.0,2290966057209.0,3656172549992,2156011854467,1356939558182,3895289568307.0,3007881319441.0,7169969084086
9249,2013/2/0/0,0.01396886430123235,GAS,65.5,64.0,18950000000000,1127525000000000.0,3004151729776.0,11397816635704.0,15750243721247,17781206438976,21050000000,5957905266039.0,1640805164723.0,9246510806026
9250,2013/2/0/0,0.02154629149228358,GDT,17.8,21.8,149094600000,2638974420000.0,7903046150.0,38041576456.0,56860112094,7660862642,65000000000,21306521191.0,66629281117.0,70213623509
9251,2013/2/0/0,0.0443022086328195,GIL,28.0,21.6,139245880000,4065979696000.0,229654383.0,152339220753.0,180131880789,104452847007,9264873713,127032389072.0,205764403330.0,354177722318
9252,2013/2/0/0,0.1165651203816504,GMC,23.5,26.9,116903300000,2396517650000.0,15807763068.0,235783596326.0,279350368369,20738896422,0,162880884135.0,292643232545.0,453624129788
9253,2013/2/0/0,0.02036019725716995,GMD,25.8,29.3,1196219940000,29905498500000.0,-6301288726.0,498072608680.0,608881848534,679402208245,572504047784,1016021803480.0,117164077027.0,1309067116357
9254,2013/2/0/0,0.079308543105,GSP,8.4,8.7,300000000000,2400000000000.0,13899381740.0,166469805186.0,190340503452,182983681229,5000000000,80815364037.0,8658034626.0,100409306159
9255,2013/2/0/0,0.1352843930675422,GTA,7.9,7.0,104000000000,852799999999.9999,1960921157.0,108558624139.0,115370530408,23985186089,15000000000,28814142107.0,79333718952.0,63335342924
9256,2013/2/0/0,0.00430140974255176,HAG,20.7,22.6,7899679470000,161153461188000.0,332129343000.0,370020462000.0,693187068000,2376595774000,150378106000,10061468076000.0,3970782275000.0,9324780889000
9257,2013/2/0/0,0.01049247192723794,HAI,21.1,21.7,1172993140000,24046359370000.0,8810729047.0,209513437058.0,252305750642,31772468938,0,226455773419.0,223944953774.0,249211966984
9258,2013/2/0/0,0.02663953470112487,HAP,-1.0,-1.0,515202360000,2885133216000.0,20396786696.0,67403569257.0,76858606425,41819727770,69136833600,245448797312.0,113682340458.0,225154439763
9259,2013/2/0/0,0.0009491329291859092,HAR,10.5,6.5,545998130000,14578150071000.0,6913828423.0,4494502475.0,13836602279,143046071,15500000000,44600559800.0,6817273.0,6410430839
9260,2013/2/0/0,0.03881819715625,HAS,4.9,4.4,80000000000,416000000000.0,88307680.0,15227340067.0,16148370017,43094215401,2252278693,117967256792.0,8742517634.0,51251760622
9261,2013/2/0/0,0.2470047836152005,HAX,4.0,4.3,111161690000,444646760000.0,-899343675.0,104016289474.0,109829876739,6318476283,0,33303552862.0,123800308041.0,128763835211
9262,2013/2/0/0,0.104958860551483,HBC,16.2,13.7,573685670000,9351076421000.0,2972115433.0,882853039280.0,981478326078,572190198991,23281176165,3003436525059.0,210707057093.0,3505894413079
9263,2013/2/0/0,0.01050546956569488,HDC,14.2,13.8,411131990000,5755847860000.0,3330977570.0,49036598262.0,60467884518,15956746515,2414244105,138541057783.0,968112875517.0,563768209970
9264,2013/2/0/0,0.01644594635669543,HDG,10.0,12.3,651542050000,6645728910000.0,24623087797.0,96046495379.0,109295301155,100910863866,35114674729,256589973465.0,919024044285.0,1067234287674
9265,2013/2/0/0,0.006728790275161895,HHS,15.1,28.9,1109955570000,19979200260000.0,21996673822.0,107008239920.0,134435848415,201917102308,105500000000,169197222439.0,159807555400.0,332611176779
9266,2013/2/0/0,0.5476794855658627,HMC,7.5,7.3,210000000000,1617000000000.0,5776962643.0,848192701100.0,885597728160,16282152161,3910000000,320853669000.0,476028960760.0,730841163635
9267,2013/2/0/0,0.0184820942705,HOT,24.9,26.5,80000000000,2000000000000.0,5360767627.0,28165053280.0,36964188541,22487611624,12500000000,14623150861.0,1314018516.0,27001732868
9268,2013/2/0/0,0.0321001929361654,HPG,30.6,37.2,4886431750000,135354159475000.0,532148158533.0,3509118339965.0,4344894633860,1385641109292,167413612457,1525711381918.0,7495545273158.0,9013227642019
9269,2013/2/0/0,0.01372549703429688,HQC,6.1,6.1,2000000000000,12800000000000.0,8532777610.0,123672008093.0,175686362039,6087088865,316190288258,1033565750308.0,299430091351.0,1353507648602
9270,2013/2/0/0,0.0127434431610834,HRC,47.3,49.0,172609760000,8371573360000.0,24077317275.0,101556323155.0,106682669282,43911397274,0,15181566913.0,54728725745.0,73156838937
9271,2013/2/0/0,0.05051653790016863,HSG,38.2,38.2,1310270670000,51493637331000.0,228161642749.0,2092062984167.0,2601280281849,162340406587,0,502255954036.0,2564574598805.0,3401085409022
9272,2013/2/0/0,0.1244796449464191,HT1,5.1,4.9,3130000000000,15024000000000.0,989735666.0,1428523437261.0,1870182185675,124354233939,4527595700,509047709513.0,1108603387709.0,4247300180285
9273,2013/2/0/0,0.0227088857449003,HTI,7.8,7.8,249492000000,1871190000000.0,12744347202.0,18273116349.0,42492639917,7201265240,0,10492570558.0,2131438492.0,36087681017
9274,2013/2/0/0,0.1752515762345238,HTL,7.0,16.0,120000000000,840000000000.0,7296610555.0,131685011708.0,147211324037,11581471419,6208937497,32057313877.0,62609744000.0,78029282383
9275,2013/2/0/0,0.02782701821254143,HTV,13.1,14.3,131040000000,1834560000000.0,11589321880.0,40821035680.0,51050334532,27629100473,3000000000,142882388041.0,418070470.0,58330366637
9276,2013/2/0/0,0.1347066483678161,HU1,8.5,6.1,100000000000,869999999999.9999,0.0,110896660137.0,117194784080,5386557484,0,194174426911.0,634736305719.0,771397053284
9277,2013/2/0/0,0.06336741224402542,HU3,8.6,9.2,99999440000,889995016000.0,2026893710.0,54422498316.0,56396681074,8239358825,2130000000,195796910846.0,406109427410.0,496015967931
9278,2013/2/0/0,0.1395462762080831,HVX,3.6,5.6,399600000000,1598400000000.0,10086114678.0,178412816747.0,223050767891,79215953903,0,238454323992.0,52931644385.0,187542500479
9279,2013/2/0/0,0.07530165449518668,IDI,6.9,6.6,855000000000,5557500000000.0,13832107870.0,365308291780.0,418488944857,30719226408,0,568223949176.0,538013092980.0,1051363694523
9280,2013/2/0/0,0.002972717288062165,IJC,7.6,7.6,2741945250000,21661367475000.0,13932625949.0,28264373505.0,64393121576,46646993885,0,294332647469.0,2545414928692.0,1087289320627
9281,2013/2/0/0,0.0008360902042026133,ITA,5.9,6.2,8384248490000,56174464883000.0,2360469574.0,21719356920.0,46966919815,36269137619,0,1943792913795.0,3016499576222.0,1553039741282
9282,2013/2/0/0,0.004409005886979212,ITC,7.0,7.0,690866880000,5319674976000.0,-18642939441.0,19443080456.0,23454478286,7610977582,0,254321104400.0,1884427396792.0,659707777857
9283,2013/2/0/0,0.2654339108668127,ITD,4.0,5.9,127711950000,523618994999.9999,6240671585.0,107176989682.0,138986237647,41895259617,53890378142,134361438722.0,105806302140.0,227644013457
9284,2013/2/0/0,0.007358404867720238,JVC,19.0,18.4,1125001710000,21487532661000.0,6449907852.0,117598820113.0,158113964928,13715480284,0,732410128553.0,327538159244.0,567727180693
9285,2013/2/0/0,0.004074331512678208,KBC,7.0,9.6,4757111670000,37105471026000.0,0.0,86300885124.0,151179989894,95723734372,1929833200,2344978097227.0,7089795534302.0,3366677459279
9286,2013/2/0/0,0.007474983622003686,KDC,54.5,50.0,2566533970000,120370443193000.0,43475972298.0,536298555233.0,899767091441,1457381579592,241702230632,854834069761.0,327176507297.0,1224895240058
9287,2013/2/0/0,-0.004314145089285714,KDH,9.6,10.8,1260000000000,12096000000000.0,-59115990000.0,4760007000.0,-52183899000,168716758000,20000000000,313613267000.0,1656628574000.0,431004497000
9288,2013/2/0/0,0.1193229055863865,KHP,12.8,12.8,415512960000,4986155520000.0,23089247580.0,535611761168.0,594962564352,367560302421,104511853674,47872279238.0,49286994648.0,321974389683
9289,2013/2/0/0,0.09569159493938621,KMR,2.8,4.9,488814430000,1124273189000.0,6991491071.0,82023622575.0,107583494603,10246670991,0,159170447188.0,197150388692.0,194949403312
9290,2013/2/0/0,0.276854501134058,L10,9.2,10.4,90000000000,827999999999.9999,7497046577.0,203235232066.0,229235526939,57488866794,0,262702551830.0,146421755382.0,381193647560
9291,2013/2/0/0,0.1053206590941232,LAF,5.0,6.4,147280190000,765856988000.0,12866123053.0,87923948486.0,80660562748,5474503659,87948,28223431299.0,118690829991.0,144612875164
9292,2013/2/0/0,0.06372247748732664,LBM,12.4,14.1,85000000000,1045500000000.0,8626078202.0,45472432485.0,66621850213,28698110963,0,26549076956.0,30749106682.0,27208785745
9293,2013/2/0/0,0.01072430307299421,LCG,5.5,5.2,780000000000,4836000000000.0,-26595015744.0,44242568063.0,51862729661,23439179428,0,605832161667.0,340346823258.0,769426134103
9294,2013/2/0/0,0.004819942254748691,LCM,7.2,6.7,246330000000,2414034000000.0,4454640156.0,12259666535.0,11635504481,13030119901,78934912006,36559757425.0,7176535845.0,14589762873
9295,2013/2/0/0,0.003153809937995462,LGC,12.1,10.7,728547650000,10345376630000.0,-6213958825.0,26508972058.0,32627351628,1390194227,0,26229754792.0,69686429213.0,101068399819
9296,2013/2/0/0,0.01293028824961572,LGL,2.8,2.7,199992750000,599978250000.0,-40082420200.0,-822684270.0,7757891716,16675761815,28107815062,233034761963.0,110767904381.0,438180551104
9297,2013/2/0/0,0.02658115288662059,LHG,10.0,8.0,260826270000,2764758462000.0,12115023614.0,32360282783.0,73490467373,14117595925,0,457809806107.0,334671243277.0,429381347587
9298,2013/2/0/0,0.06226075084975542,LIX,28.1,30.0,216000000000,5724000000000.0,15723699706.0,292978809238.0,356380537864,69680038260,999900000,117701155553.0,125000008251.0,166890316828
9299,2013/2/0/0,0.3081530394104347,LM8,15.0,17.5,86936230000,1130170990000.0,11583688696.0,322263442676.0,348265625622,125681562094,0,258773540826.0,493857227223.0,853923531115
9300,2013/2/0/0,0.05390536666417749,LSS,13.4,12.2,700000000000,9240000000000.0,8215506380.0,440924255834.0,498085587977,46082998852,11142948358,510301480219.0,608086679869.0,996038389610
9301,2013/2/0/0,0.09702353940401669,MCG,3.8,3.9,575100000000,2300400000000.0,360975987.0,221058256987.0,223192950045,31196918608,1401506100,559069180915.0,1109975801946.0,1485842886413
9302,2013/2/0/0,0.06072765888868104,MCP,13.9,17.0,105463100000,1476483400000.0,5275211774.0,75782590486.0,89663380270,3160066898,0,46638977557.0,97658681442.0,101656589979
9303,2013/2/0/0,0.1015636928543329,MDG,3.4,3.6,111160310000,411293147000.0,237961584.0,34180700788.0,41772450855,17892694641,0,91571173036.0,141087191728.0,253299265362
9304,2013/2/0/0,0.01135182268523108,MHC,3.1,3.7,271109080000,840438148000.0,4914946117.0,6272663532.0,9540504834,30100159642,2050048400,33171325878.0,7271400.0,104647572337
9305,2013/2/0/0,0.004004545188712487,MSN,87.5,81.5,7467179000000,683246878500000.0,266355000000.0,1624772000000.0,2736093000000,6342240000000,0,1010328000000.0,1016211000000.0,5879333000000
9306,2013/2/0/0,0.1057957255218254,NAV,5.7,6.0,80000000000,504000000000.0,1849830936.0,44878370481.0,53321045663,4557938684,0,41687293060.0,76510382904.0,73922021458
9307,2013/2/0/0,0.007963741891435746,NBB,13.0,14.4,583212000000,9739640400000.0,7183947574.0,41991211359.0,77563982261,13142302797,0,308504842197.0,2247056872304.0,1004303449640
9308,2013/2/0/0,0.2332633867022716,NKG,9.8,8.3,399000000000,5027400000000.0,14994744651.0,1095700475635.0,1172708350307,7218980747,12583329122,807936759989.0,763577081018.0,1751420051648
9309,2013/2/0/0,0.002760654562899074,NLG,21.9,18.2,1339692790000,30544995612000.0,-26642537404.0,57505423976.0,84324181510,108308903041,6800000000,266382908912.0,2289986939669.0,1474851552389
9310,2013/2/0/0,0.01579781156372952,NNC,46.8,43.9,131522610000,5879060667000.0,24278595764.0,60601989873.0,92876292589,40652955944,96060000000,16180739326.0,31135286240.0,61563398126
9311,2013/2/0/0,0.2617208752061655,NT2,5.2,5.5,2739198430000,12052473092000.0,3551625104.0,2772839468566.0,3154383806037,80950164116,530687501785,1143152565566.0,220683143960.0,2276460547521
9312,2013/2/0/0,0.01833994273942253,NTL,12.2,13.7,636000000000,8395200000000.0,19323313051.0,122022734241.0,153967487286,224089503076,628900000,85056805092.0,1061030149937.0,674938038528
9313,2013/2/0/0,0.01330260941657459,NVT,3.8,4.4,905000000000,3620000000000.0,13265666358.0,26197074198.0,48155446088,50302324466,198490323647,110381007951.0,39535879317.0,173148298036
9314,2013/2/0/0,0.01392284993834891,OGC,9.5,10.6,3000000000000,32100000000000.0,48012892307.0,318972607802.0,446923483021,288333846839,1790885322383,4475644330761.0,301165488667.0,4834703849804
9315,2013/2/0/0,0.0106665282692077,OPC,69.0,66.0,192851020000,13403145890000.0,18737198343.0,68778078846.0,142965034532,23775118210,0,79518734123.0,178766991808.0,138741534238
9316,2013/2/0/0,0.1012441351106275,PAC,17.5,19.6,309812930000,5111913345000.0,19526162054.0,416849186694.0,517551245375,164374082150,59180000000,155623122244.0,449065651860.0,707497789606
9317,2013/2/0/0,0.004008581049692614,PAN,31.5,30.0,1008724970000,32279199040000.0,12658511227.0,100125226102.0,129393785571,137188050764,228197425019,194673695011.0,116988505460.0,227938628556
9318,2013/2/0/0,0.01709255697617121,PDN,25.5,30.3,123479870000,3173432659000.0,12952998313.0,32163373262.0,54242078534,16509626627,0,52656221700.0,70216473.0,80631968970
9319,2013/2/0/0,0.001191932712672811,PDR,12.0,12.5,1302000000000,13020000000000.0,746161419.0,2896329709.0,15518963919,3413398881,0,204323659051.0,4920596547461.0,1390811776283
9320,2013/2/0/0,0.149624445176187,PET,21.4,21.2,866001240000,18099425916000.0,60777360730.0,2514193238105.0,2708116560689,1306815617061,18376791095,1201307209640.0,1293451967056.0,3241323550859
9321,2013/2/0/0,0.1290552995596197,PGC,-1.0,11.4,603426380000,5491180058000.0,23083941226.0,607825969525.0,708665887321,209453286033,354016120000,300629950914.0,113519014852.0,871127709517
9322,2013/2/0/0,0.1074221036092157,PGD,29.0,31.3,600000000000,15300000000000.0,81439378973.0,1485461514370.0,1643558185221,849666094713,0,1238679765785.0,9492176124.0,1449527627059
9323,2013/2/0/0,0.01842433125065586,PHR,28.4,31.6,813000000000,23251800000000.0,88221953127.0,318230757429.0,428398865374,244299189194,201440950334,328119887814.0,327717125113.0,877470936160
9324,2013/2/0/0,0.6553306371856927,PIT,5.8,5.8,151993450000,881562010000.0,-10155256824.0,561448295424.0,577714593732,9365978221,7130000000,187578061771.0,114067033711.0,273048910841
9325,2013/2/0/0,0.09459937083131427,PJT,7.4,7.2,108172380000,962734182000.0,519122160.0,85761898614.0,91074047895,8781726290,0,22356801962.0,17396933652.0,44872415158
9326,2013/2/0/0,0.1436649884046915,PNC,5.0,4.9,110402410000,618253496000.0,-5265265721.0,59635769679.0,88821381334,9310357061,11300000000,49404127504.0,176614002663.0,254640133307
9327,2013/2/0/0,0.034328562484905,PNJ,26.2,27.0,2252935850000,59702800025000.0,23616414568.0,1912855005089.0,2049511301182,237094440410,0,60089711974.0,859300590011.0,1106687544968
9328,2013/2/0/0,0.09963718973464016,POM,12.8,12.9,1874499510000,23431243875000.0,-153541343603.0,2307420631419.0,2334623291692,52583892499,0,1718311625100.0,2118180873233.0,3883388529465
9329,2013/2/0/0,0.02404043407831108,PPC,23.0,20.6,3262350000000,77643930000000.0,357661802984.0,1497562630267.0,1866593780746,1309963014474,2584651965073,2451499995587.0,805361532594.0,1163988555769
9330,2013/2/0/0,0.1153505875412615,PTB,26.9,38.5,144006340000,3888171180000.0,21250154032.0,391866625679.0,448502830074,42736282685,3551203200,190175853094.0,187392609823.0,381352577232
9331,2013/2/0/0,0.01665374932335644,PTC,6.3,5.2,179999990000,1079999940000.0,-3332298071.0,16161736397.0,17986048270,9017212441,970671105,83534732336.0,80865298909.0,124885045171
9332,2013/2/0/0,0.002065769386153846,PTL,2.3,2.0,1000000000000,2600000000000.0,-43369686484.0,9433926812.0,5371000404,58025115767,0,284005744555.0,757772458369.0,811600715454
9333,2013/2/0/0,0.0234716637595747,PVD,51.5,62.5,3030733500000,142747547850000.0,487045749950.0,2532701962377.0,3350522445639,2336263986972,0,2831569350856.0,889811524704.0,5403537703884
9334,2013/2/0/0,0.07440468611214607,PVT,5.8,9.7,2814401620000,14634888424000.0,94673954696.0,929136035255.0,1088904279474,2082723889538,173338281700,1461170629504.0,75136519475.0,1637275045653
9335,2013/2/0/0,0.1557027638126126,PXI,3.4,3.2,300000000000,1110000000000.0,-2034234792.0,135540559547.0,172830067832,2667641053,0,200128556901.0,164924719462.0,470261150657
9336,2013/2/0/0,0.04944733495184466,PXS,10.2,10.6,500000000000,5150000000000.0,10625984302.0,211516038247.0,254653775002,68822066571,70000000000,255479595094.0,59662447954.0,344231440243
9337,2013/2/0/0,0.005484388334353409,QCG,7.0,6.5,2751293100000,20359568940000.0,1749197160.0,81078077342.0,111659782387,12201937892,0,576170188282.0,4361466593247.0,2110730111449
9338,2013/2/0/0,0.09296381246842106,RAL,49.9,55.0,115000000000,4370000000000.0,20411119480.0,307283807319.0,406251860487,286590487220,0,144112081344.0,876740940812.0,1029347338940
9339,2013/2/0/0,0.1313419150333364,RDP,14.4,14.9,142657440000,2382379248000.0,12226546244.0,283791948661.0,312906252768,8283820754,0,176421741278.0,202881862994.0,365972724232
9340,2013/2/0/0,0.009329508227822076,REE,25.7,26.1,2690705390000,65384140977000.0,528899307463.0,453020991450.0,610001881214,760025725790,474461209951,897870104668.0,496324240825.0,1392028727505
9341,2013/2/0/0,0.008335067276644351,RIC,5.9,5.8,703687540000,3870281470000.0,-6804722240.0,27882768176.0,32259056432,11058877632,0,78022965756.0,15604504800.0,208196447400
9342,2013/2/0/0,0.02980083874797521,SAM,7.1,7.5,1307984320000,9809882400000.0,29480795168.0,252809173084.0,292342723539,340108483148,1949231211,539507656374.0,478048302781.0,442915280811
9343,2013/2/0/0,0.1362012373951496,SAV,8.2,8.9,105373930000,832454047000.0,35134940.0,101828366286.0,113381271276,56730869342,0,136669862669.0,410718314747.0,418288392268
9344,2013/2/0/0,0.007116453938153048,SBA,6.8,6.7,604882610000,4415643053000.0,-14919661363.0,10346869985.0,31423720394,9375791303,0,34415615998.0,758181514.0,251512156113
9345,2013/2/0/0,0.0158970942403211,SBT,13.7,12.4,1856423580000,25989930120000.0,0.0,359893975019.0,413164368417,35662666763,221808641760,828147355081.0,810860768033.0,1530653583297
9346,2013/2/0/0,0.1368886693892447,SC5,19.9,20.4,149845510000,2442481813000.0,2200392125.0,311817108105.0,334348085389,33044396619,0,271594549943.0,1702905713669.0,1477772939384
9347,2013/2/0/0,0.05625960556747405,SCD,17.1,20.9,85000000000,1445000000000.0,5087784294.0,59798389821.0,81295130045,62822480713,79000000000,20320332953.0,26928435015.0,59319053673
9348,2013/2/0/0,0.01518486027415994,SCR,6.5,5.8,1876560450000,12760611060000.0,-57728079241.0,177499628454.0,193768095959,74027555727,394163506007,483414140884.0,3247839175663.0,3473657539069
9349,2013/2/0/0,0.2388451705085233,SFC,19.0,17.3,112914590000,2258291800000.0,6199253891.0,517221746611.0,539382090029,153828708000,0,20562470312.0,49272998189.0,169609372273
